sgRNA	Gene	HL60initial	HL60final	KBM7initial	KBM7final
TMEM205_m11456228	TMEM205	368	1141	447	2171
TMEM205_m11456246	TMEM205	467	626	330	1176
TMEM205_m11456272	TMEM205	1315	195	780	356
TMEM205_m11456283	TMEM205	729	1291	627	3766
TMEM205_p11456035	TMEM205	512	1390	467	1976
TMEM205_p11456043	TMEM205	941	2473	813	2149
TMEM205_p11456184	TMEM205	561	601	356	285
TMEM205_p11456231	TMEM205	1746	2903	1074	3639
TMEM205_p11456255	TMEM205	185	215	287	635
TMEM206_m212583823	TMEM206	538	599	684	1107
TMEM206_m212583841	TMEM206	598	1702	630	1262
TMEM206_m212583850	TMEM206	745	1347	709	2502
TMEM206_m212583856	TMEM206	624	634	434	2535
TMEM206_m212588065	TMEM206	327	1030	185	900
TMEM206_m212588089	TMEM206	428	1291	227	597
TMEM206_p212588051	TMEM206	34	696	94	96
TMEM206_p212588057	TMEM206	731	1509	654	659
TMEM206_p212588071	TMEM206	1154	2711	1074	2357
TMEM206_p212588078	TMEM206	432	987	292	1008
TMEM208_m67261122	TMEM208	700	1500	417	827
TMEM208_m67261741	TMEM208	163	337	158	272
TMEM208_m67262261	TMEM208	1148	1461	614	2844
TMEM208_m67262404	TMEM208	820	1792	877	1766
TMEM208_p67261723	TMEM208	624	843	484	1591
TMEM208_p67261731	TMEM208	190	1308	370	961
TMEM208_p67261793	TMEM208	1063	750	620	667
TMEM208_p67261803	TMEM208	282	1394	332	1390
TMEM208_p67262384	TMEM208	169	803	533	639
TMEM208_p67262396	TMEM208	346	885	370	1724
TMEM209_m129843646	TMEM209	870	1482	471	1474
TMEM209_m129843838	TMEM209	515	824	355	1065
TMEM209_m129843859	TMEM209	726	367	169	1486
TMEM209_m129843871	TMEM209	189	784	436	833
TMEM209_p129842473	TMEM209	1488	2113	1204	2037
TMEM209_p129842484	TMEM209	695	662	753	525
TMEM209_p129843618	TMEM209	35	231	92	376
TMEM209_p129843829	TMEM209	760	1857	479	2626
TMEM209_p129843898	TMEM209	748	1543	643	2270
TMEM209_p129843909	TMEM209	907	2200	1020	2605
TMEM211_m25331458	TMEM211	518	2121	593	2563
TMEM211_m25331471	TMEM211	98	701	56	519
TMEM211_m25334134	TMEM211	460	1155	505	1245
TMEM211_p25331461	TMEM211	462	1044	388	947
TMEM211_p25331489	TMEM211	472	1190	365	1420
TMEM211_p25331533	TMEM211	735	2721	715	1882
TMEM211_p25331543	TMEM211	684	1789	616	2696
TMEM211_p25334138	TMEM211	422	1099	372	1267
TMEM211_p25334152	TMEM211	848	1106	540	1469
TMEM211_p25334175	TMEM211	1120	2183	967	2374
TMEM214_m27255884	TMEM214	256	448	433	529
TMEM214_m27255969	TMEM214	211	615	85	307
TMEM214_m27256029	TMEM214	177	505	191	492
TMEM214_m27256933	TMEM214	413	2030	759	2641
TMEM214_m27256944	TMEM214	641	1542	318	1242
TMEM214_p27255876	TMEM214	809	1489	524	2063
TMEM214_p27255886	TMEM214	478	1163	391	1216
TMEM214_p27255909	TMEM214	1280	1946	904	2807
TMEM214_p27255914	TMEM214	1264	713	650	283
TMEM214_p27255976	TMEM214	1280	2759	1201	2371
TMEM216_m61161410	TMEM216	233	468	79	683
TMEM216_m61165261	TMEM216	554	1746	558	1252
TMEM216_m61165267	TMEM216	216	1154	503	722
TMEM216_m61165299	TMEM216	977	3967	995	3742
TMEM216_m61165305	TMEM216	717	1532	466	987
TMEM216_m61165310	TMEM216	888	2578	733	2499
TMEM216_m61165317	TMEM216	1153	2841	483	1541
TMEM216_p61161399	TMEM216	250	98	117	411
TMEM216_p61165231	TMEM216	1138	1325	978	2155
TMEM216_p61165273	TMEM216	681	2235	479	1822
TMEM217_m37186620	TMEM217	156	416	243	1262
TMEM217_m37186658	TMEM217	672	1085	773	2180
TMEM217_m37186690	TMEM217	404	1237	588	1048
TMEM217_m37186695	TMEM217	459	845	468	649
TMEM217_m37186752	TMEM217	1303	1841	1100	2744
TMEM217_m37186785	TMEM217	1523	1835	847	2883
TMEM217_m37186791	TMEM217	581	1206	358	1952
TMEM217_p37186676	TMEM217	224	651	151	322
TMEM217_p37186710	TMEM217	2185	4443	1424	3585
TMEM217_p37186719	TMEM217	552	1100	487	1066
TMEM218_m124967599	TMEM218	352	732	359	1629
TMEM218_m124972038	TMEM218	523	1214	434	1216
TMEM218_m124972079	TMEM218	436	547	359	700
TMEM218_m124972108	TMEM218	740	1763	796	2656
TMEM218_m124972114	TMEM218	597	1537	720	1323
TMEM218_m124972120	TMEM218	620	798	262	674
TMEM218_p124967590	TMEM218	1262	2728	1021	3883
TMEM218_p124971091	TMEM218	63	202	204	643
TMEM218_p124971115	TMEM218	503	999	457	1154
TMEM218_p124972067	TMEM218	1009	2155	574	2342
TMEM219_m29974464	TMEM219	362	1024	99	740
TMEM219_m29974478	TMEM219	616	2113	472	2727
TMEM219_m29974493	TMEM219	486	1103	259	1382
TMEM219_m29974499	TMEM219	484	728	745	739
TMEM219_m29974514	TMEM219	551	1082	493	1588
TMEM219_m29974521	TMEM219	500	1037	351	621
TMEM219_m29974534	TMEM219	575	2215	364	1309
TMEM219_m29974544	TMEM219	626	2613	843	2272
TMEM219_p29974484	TMEM219	951	1642	1094	3215
TMEM219_p29974502	TMEM219	839	954	389	1602
TMEM220_m10632353	TMEM220	720	2831	405	1494
TMEM220_m10633098	TMEM220	495	1906	322	1246
TMEM220_m10633104	TMEM220	308	534	309	1176
TMEM220_m10633110	TMEM220	649	1226	561	1062
TMEM220_m10633131	TMEM220	237	977	381	685
TMEM220_m10633139	TMEM220	185	1253	317	1081
TMEM220_m10633149	TMEM220	1292	2128	498	3020
TMEM220_p10632358	TMEM220	454	1133	286	1486
TMEM220_p10633084	TMEM220	1215	1752	628	1500
TMEM220_p10633123	TMEM220	976	2100	944	2262
TMEM221_m17559079	TMEM221	700	1378	554	1917
TMEM221_m17559107	TMEM221	487	858	233	249
TMEM221_m17559164	TMEM221	81	898	130	917
TMEM221_m17559201	TMEM221	525	385	205	546
TMEM221_m17559216	TMEM221	1169	1479	536	1113
TMEM221_m17559224	TMEM221	368	952	423	1121
TMEM221_m17559243	TMEM221	1515	2166	1133	1343
TMEM221_m17559249	TMEM221	120	539	153	1228
TMEM221_m17559254	TMEM221	302	440	307	876
TMEM221_p17559228	TMEM221	1066	1468	790	1378
TMEM222_m27648746	TMEM222	355	417	150	1127
TMEM222_m27648779	TMEM222	1527	3139	766	3914
TMEM222_m27648809	TMEM222	283	996	708	986
TMEM222_p27648678	TMEM222	269	1009	192	1306
TMEM222_p27648683	TMEM222	797	1621	751	1363
TMEM222_p27648738	TMEM222	240	959	211	966
TMEM222_p27648750	TMEM222	229	153	222	231
TMEM222_p27648781	TMEM222	1483	1984	1348	2857
TMEM222_p27648790	TMEM222	107	210	74	124
TMEM222_p27648801	TMEM222	302	454	414	736
TMEM223_m62559282	TMEM223	203	290	118	397
TMEM223_m62559291	TMEM223	160	141	63	71
TMEM223_m62559302	TMEM223	168	672	255	389
TMEM223_m62559308	TMEM223	130	371	179	852
TMEM223_m62559345	TMEM223	405	671	132	754
TMEM223_m62559372	TMEM223	575	2170	839	1701
TMEM223_m62559437	TMEM223	317	358	235	440
TMEM223_m62559445	TMEM223	143	463	387	738
TMEM223_m62559451	TMEM223	44	454	57	614
TMEM223_p62559318	TMEM223	236	577	304	405
TMEM225_m123755961	TMEM225	371	879	314	588
TMEM225_m123756035	TMEM225	376	557	492	1033
TMEM225_m123756103	TMEM225	393	521	277	971
TMEM225_p123755947	TMEM225	1392	2366	904	3424
TMEM225_p123755965	TMEM225	606	1676	749	2472
TMEM225_p123755972	TMEM225	1761	2790	733	3359
TMEM225_p123755982	TMEM225	571	2448	762	2231
TMEM225_p123756024	TMEM225	674	1524	535	1229
TMEM225_p123756051	TMEM225	591	1252	270	1876
TMEM225_p123756057	TMEM225	733	1587	664	2009
TMEM231_m75589970	TMEM231	570	1170	656	1422
TMEM231_m75589978	TMEM231	359	548	296	1242
TMEM231_m75589986	TMEM231	418	1090	342	814
TMEM231_m75590057	TMEM231	1353	1731	628	887
TMEM231_m75590079	TMEM231	467	319	189	469
TMEM231_p75589960	TMEM231	54	543	194	961
TMEM231_p75589996	TMEM231	714	835	362	1480
TMEM231_p75590007	TMEM231	1108	2454	846	3373
TMEM231_p75590017	TMEM231	919	1714	1001	1493
TMEM231_p75590023	TMEM231	1611	2182	1037	2851
TMEM232_m109976607	TMEM232	178	296	53	559
TMEM232_m109976621	TMEM232	570	953	403	1596
TMEM232_m109976640	TMEM232	1151	1003	703	2194
TMEM232_m109977995	TMEM232	873	1286	656	2425
TMEM232_m110002944	TMEM232	424	659	299	732
TMEM232_p109976626	TMEM232	293	1262	232	720
TMEM232_p109976654	TMEM232	498	1382	638	1368
TMEM232_p110002973	TMEM232	129	1450	258	975
TMEM232_p110003006	TMEM232	63	374	47	671
TMEM232_p110003021	TMEM232	463	1094	267	1934
TMEM233_m120031670	TMEM233	327	833	396	921
TMEM233_m120031676	TMEM233	468	1233	697	1241
TMEM233_m120031707	TMEM233	547	122	155	1027
TMEM233_m120031714	TMEM233	410	1109	361	2252
TMEM233_m120031735	TMEM233	570	1789	541	1987
TMEM233_m120031755	TMEM233	843	2155	1034	2573
TMEM233_m120031766	TMEM233	535	1598	480	1586
TMEM233_m120031806	TMEM233	528	1313	557	2140
TMEM233_p120031688	TMEM233	469	1398	544	1268
TMEM233_p120031718	TMEM233	745	2210	869	2556
TMEM234_m32687546	TMEM234	450	741	509	1479
TMEM234_m32687556	TMEM234	1000	2663	680	3458
TMEM234_m32687583	TMEM234	195	907	332	807
TMEM234_m32687595	TMEM234	448	909	553	1046
TMEM234_m32687604	TMEM234	871	1508	413	1287
TMEM234_m32687610	TMEM234	1504	3266	988	2996
TMEM234_m32687910	TMEM234	881	1236	853	1872
TMEM234_p32687520	TMEM234	492	667	592	1060
TMEM234_p32687527	TMEM234	368	781	118	818
TMEM234_p32687902	TMEM234	561	641	454	1628
TMEM235_m76228104	TMEM235	545	1404	589	2298
TMEM235_m76228111	TMEM235	94	220	259	549
TMEM235_m76228135	TMEM235	930	1787	791	1441
TMEM235_m76228141	TMEM235	1063	1521	721	1810
TMEM235_m76228174	TMEM235	896	717	307	1241
TMEM235_m76228186	TMEM235	850	1453	805	1613
TMEM235_p76228148	TMEM235	534	734	200	307
TMEM235_p76228157	TMEM235	473	487	331	1243
TMEM235_p76228190	TMEM235	397	856	239	760
TMEM235_p76228200	TMEM235	1358	2625	1322	2698
TMEM237_m202498067	TMEM237	654	971	448	669
TMEM237_m202501515	TMEM237	333	620	295	991
TMEM237_m202501556	TMEM237	780	917	343	669
TMEM237_m202501567	TMEM237	801	1871	795	2999
TMEM237_m202501574	TMEM237	1035	2081	699	2722
TMEM237_m202501592	TMEM237	1187	1816	937	2369
TMEM237_m202505617	TMEM237	187	302	202	133
TMEM237_p202501523	TMEM237	162	226	120	731
TMEM237_p202501540	TMEM237	686	3784	985	3068
TMEM237_p202505621	TMEM237	421	762	434	1261
TMEM240_m1475069	TMEM240	338	994	265	393
TMEM240_m1475100	TMEM240	579	971	560	1385
TMEM240_m1475136	TMEM240	936	1715	662	1684
TMEM240_m1475154	TMEM240	298	530	213	637
TMEM240_m1475688	TMEM240	772	1213	325	1539
TMEM240_p1475103	TMEM240	292	976	373	220
TMEM240_p1475109	TMEM240	198	657	56	952
TMEM240_p1475146	TMEM240	579	1671	433	896
TMEM240_p1475699	TMEM240	175	282	292	735
TMEM240_p1475706	TMEM240	721	1364	479	1630
TMEM241_m21001332	TMEM241	141	1033	336	1110
TMEM241_m21001356	TMEM241	496	1328	390	740
TMEM241_m21001361	TMEM241	126	76	69	150
TMEM241_m21001390	TMEM241	1067	1862	1032	2668
TMEM241_m21010596	TMEM241	776	699	229	1003
TMEM241_m21017746	TMEM241	97	381	0	174
TMEM241_m21017793	TMEM241	1530	3283	1551	2916
TMEM241_m21017804	TMEM241	668	619	346	459
TMEM241_p21001347	TMEM241	69	273	106	597
TMEM241_p21010588	TMEM241	1420	4723	913	2789
TMEM242_m157743794	TMEM242	359	1211	475	2031
TMEM242_m157744478	TMEM242	666	1098	773	881
TMEM242_m157744485	TMEM242	811	1533	754	1771
TMEM242_m157744492	TMEM242	333	1026	315	798
TMEM242_m157744500	TMEM242	195	160	111	396
TMEM242_m157744507	TMEM242	145	476	500	471
TMEM242_p157743731	TMEM242	301	1089	285	1958
TMEM242_p157743796	TMEM242	232	397	336	532
TMEM242_p157743804	TMEM242	786	2200	686	1316
TMEM242_p157744431	TMEM242	171	729	139	94
TMEM243_m86828350	TMEM243	307	1019	472	830
TMEM243_m86848759	TMEM243	231	514	123	836
TMEM243_m86848793	TMEM243	867	1029	399	2065
TMEM243_m86848801	TMEM243	1340	2900	888	4435
TMEM243_p86827293	TMEM243	1026	2347	960	3092
TMEM243_p86828313	TMEM243	178	584	286	1208
TMEM243_p86848726	TMEM243	821	1576	867	1783
TMEM243_p86848765	TMEM243	716	1493	611	1454
TMEM243_p86848774	TMEM243	730	2311	484	1370
TMEM243_p86848780	TMEM243	306	1318	546	1183
TMEM245_m111882022	TMEM245	739	2194	643	2048
TMEM245_m111882039	TMEM245	82	341	151	1075
TMEM245_m111882094	TMEM245	18	373	68	329
TMEM245_m111882143	TMEM245	387	2541	388	1849
TMEM245_m111882154	TMEM245	941	2049	662	1368
TMEM245_m111882179	TMEM245	743	555	344	1245
TMEM245_m111882185	TMEM245	789	1912	617	1654
TMEM245_p111882025	TMEM245	329	599	206	1077
TMEM245_p111882055	TMEM245	670	563	244	839
TMEM245_p111882166	TMEM245	169	811	228	642
TMEM246_m104239262	TMEM246	536	1805	699	3269
TMEM246_m104239280	TMEM246	174	631	200	668
TMEM246_m104239316	TMEM246	142	259	130	528
TMEM246_m104239335	TMEM246	222	584	282	601
TMEM246_p104239232	TMEM246	284	593	335	1135
TMEM246_p104239265	TMEM246	197	948	392	1338
TMEM246_p104239319	TMEM246	148	783	121	916
TMEM246_p104239326	TMEM246	249	278	159	117
TMEM246_p104239338	TMEM246	668	1864	740	1402
TMEM246_p104239355	TMEM246	782	1017	486	921
TMEM247_m46706790	TMEM247	1062	2894	759	2715
TMEM247_m46706802	TMEM247	217	1247	478	916
TMEM247_m46706812	TMEM247	269	533	264	750
TMEM247_m46707542	TMEM247	195	523	221	330
TMEM247_m46707556	TMEM247	406	1222	440	2680
TMEM247_m46707564	TMEM247	1118	2142	1023	3657
TMEM247_p46706719	TMEM247	729	2669	827	2031
TMEM247_p46706729	TMEM247	1592	2822	1280	3491
TMEM247_p46706737	TMEM247	134	386	161	809
TMEM247_p46706819	TMEM247	164	474	113	450
TMEM248_m66406871	TMEM248	667	1450	511	1193
TMEM248_m66406881	TMEM248	678	1349	896	1748
TMEM248_m66406910	TMEM248	743	977	447	1798
TMEM248_m66406940	TMEM248	981	1466	479	1297
TMEM248_m66406956	TMEM248	511	1631	494	2247
TMEM248_m66406998	TMEM248	127	783	277	516
TMEM248_m66410026	TMEM248	719	1638	584	1858
TMEM248_p66406920	TMEM248	511	1311	442	1006
TMEM248_p66406942	TMEM248	68	163	175	534
TMEM248_p66409976	TMEM248	404	1228	389	1857
TMEM249_m145578367	TMEM249	245	595	286	432
TMEM249_m145578410	TMEM249	540	1046	433	942
TMEM249_m145578415	TMEM249	661	1136	478	805
TMEM249_m145578420	TMEM249	690	1662	653	2499
TMEM249_p145578370	TMEM249	4	37	15	54
TMEM249_p145578376	TMEM249	685	898	259	1003
TMEM249_p145578381	TMEM249	717	1405	413	1369
TMEM249_p145578388	TMEM249	1670	1726	1138	1672
TMEM249_p145578393	TMEM249	957	1682	720	1634
TMEM249_p145578401	TMEM249	54	553	50	236
TMEM251_m93651762	TMEM251	862	650	279	852
TMEM251_m93652795	TMEM251	419	1546	540	2712
TMEM251_m93652877	TMEM251	455	818	221	599
TMEM251_m93652928	TMEM251	111	592	131	904
TMEM251_p93652622	TMEM251	311	677	309	228
TMEM251_p93652627	TMEM251	435	889	544	1230
TMEM251_p93652632	TMEM251	261	492	566	962
TMEM251_p93652637	TMEM251	651	284	454	107
TMEM251_p93652739	TMEM251	581	798	442	644
TMEM251_p93652916	TMEM251	538	1491	672	2146
TMEM252_m71155537	TMEM252	0	24	0	0
TMEM252_m71155563	TMEM252	270	432	176	799
TMEM252_m71155584	TMEM252	258	2151	485	1619
TMEM252_m71155620	TMEM252	441	1029	477	1042
TMEM252_m71155662	TMEM252	801	1846	733	3466
TMEM252_m71155683	TMEM252	284	230	270	1200
TMEM252_m71155716	TMEM252	901	1876	667	3107
TMEM252_p71155516	TMEM252	104	340	359	684
TMEM252_p71155591	TMEM252	571	2090	685	2871
TMEM252_p71155666	TMEM252	278	374	137	294
TMEM254_m81841653	TMEM254	1913	2731	1260	3904
TMEM254_m81841687	TMEM254	199	796	223	311
TMEM254_m81841914	TMEM254	90	189	1	152
TMEM254_m81841938	TMEM254	495	1026	307	920
TMEM254_m81841947	TMEM254	571	1452	407	493
TMEM254_p81841588	TMEM254	374	990	555	734
TMEM254_p81841617	TMEM254	93	441	327	1236
TMEM254_p81841677	TMEM254	609	1469	546	2142
TMEM254_p81841893	TMEM254	439	796	286	1815
TMEM254_p81841906	TMEM254	548	928	423	937
TMEM255A_m119438332	TMEM255A	790	1149	495	2066
TMEM255A_m119445108	TMEM255A	647	1915	487	2395
TMEM255A_m119445140	TMEM255A	432	2727	678	1208
TMEM255A_p119438284	TMEM255A	1221	3252	1386	3992
TMEM255A_p119438296	TMEM255A	1950	3583	954	4412
TMEM255A_p119445095	TMEM255A	1015	1561	1008	1849
TMEM255A_p119445100	TMEM255A	800	1440	370	1939
TMEM255A_p119445113	TMEM255A	538	2230	548	2134
TMEM255A_p119445130	TMEM255A	394	1094	265	1035
TMEM255A_p119445143	TMEM255A	1335	1946	982	3575
TMEM255B_m114469165	TMEM255B	492	716	455	769
TMEM255B_m114469180	TMEM255B	692	1297	616	1994
TMEM255B_p114462232	TMEM255B	274	496	311	714
TMEM255B_p114462239	TMEM255B	415	1301	397	1483
TMEM255B_p114469081	TMEM255B	1191	1949	625	1973
TMEM255B_p114469099	TMEM255B	601	1148	787	1199
TMEM255B_p114469106	TMEM255B	482	1717	584	1116
TMEM255B_p114469146	TMEM255B	322	319	386	1281
TMEM255B_p114469151	TMEM255B	613	1530	633	1534
TMEM255B_p114469169	TMEM255B	701	704	533	594
TMEM256_m7307351	TMEM256	90	178	184	247
TMEM256_m7307371	TMEM256	692	830	357	751
TMEM256_m7307397	TMEM256	324	114	78	48
TMEM256_p7306974	TMEM256	570	1679	778	1783
TMEM256_p7306981	TMEM256	515	821	607	1889
TMEM256_p7307325	TMEM256	383	1786	492	1523
TMEM256_p7307337	TMEM256	921	1246	553	1186
TMEM256_p7307343	TMEM256	832	1084	583	1449
TMEM256_p7307354	TMEM256	457	1309	586	3118
TMEM256_p7307376	TMEM256	573	1289	507	1190
TMEM258_m61557331	TMEM258	731	1513	531	918
TMEM258_m61557388	TMEM258	579	399	259	274
TMEM258_m61557975	TMEM258	242	615	115	809
TMEM258_m61558067	TMEM258	173	293	236	580
TMEM258_p61557322	TMEM258	859	551	755	803
TMEM258_p61557374	TMEM258	871	1103	690	1426
TMEM258_p61557954	TMEM258	537	646	558	738
TMEM258_p61558021	TMEM258	774	997	585	830
TMEM258_p61558026	TMEM258	211	265	173	206
TMEM258_p61558041	TMEM258	379	189	235	62
TMEM259_m1020824	TMEM259	57	400	225	466
TMEM259_m1020966	TMEM259	598	1097	420	1483
TMEM259_m1020982	TMEM259	268	619	312	942
TMEM259_p1020778	TMEM259	423	1034	465	693
TMEM259_p1020785	TMEM259	542	464	237	699
TMEM259_p1020792	TMEM259	261	355	201	438
TMEM259_p1020809	TMEM259	273	225	163	144
TMEM259_p1020838	TMEM259	358	1265	458	541
TMEM259_p1020847	TMEM259	808	1214	487	985
TMEM259_p1020865	TMEM259	518	1103	512	742
TMEM25_m118402536	TMEM25	561	1215	283	1104
TMEM25_m118402541	TMEM25	339	1004	206	954
TMEM25_m118402548	TMEM25	1291	3575	1250	3779
TMEM25_m118402566	TMEM25	551	2877	604	2947
TMEM25_m118402574	TMEM25	564	2143	847	1865
TMEM25_m118403630	TMEM25	458	1654	355	983
TMEM25_m118403649	TMEM25	853	3310	973	3030
TMEM25_p118402510	TMEM25	199	453	202	599
TMEM25_p118403633	TMEM25	373	1111	253	1158
TMEM25_p118403656	TMEM25	134	329	249	387
TMEM260_m57046712	TMEM260	33	565	26	713
TMEM260_m57046735	TMEM260	292	1234	222	1845
TMEM260_m57046744	TMEM260	1182	1984	904	1608
TMEM260_m57051736	TMEM260	2062	2821	1354	3718
TMEM260_m57052485	TMEM260	1163	2573	1069	2981
TMEM260_m57052490	TMEM260	730	816	337	1949
TMEM260_p57046718	TMEM260	71	260	146	495
TMEM260_p57051726	TMEM260	552	1521	697	1941
TMEM260_p57052472	TMEM260	114	512	228	555
TMEM260_p57052492	TMEM260	361	1315	208	2072
TMEM26_m63212745	TMEM26	669	1726	576	1435
TMEM26_m63212773	TMEM26	767	1686	783	1805
TMEM26_m63212778	TMEM26	279	591	455	1721
TMEM26_m63212811	TMEM26	398	1690	435	1409
TMEM26_m63212829	TMEM26	809	1262	449	2529
TMEM26_m63212834	TMEM26	54	156	10	468
TMEM26_p63212734	TMEM26	0	0	10	56
TMEM26_p63212785	TMEM26	686	2032	825	1793
TMEM26_p63212790	TMEM26	1368	3311	1163	3359
TMEM26_p63212799	TMEM26	752	2443	722	3543
TMEM27_m15677184	TMEM27	502	1042	386	1289
TMEM27_m15682472	TMEM27	403	646	273	921
TMEM27_m15682842	TMEM27	748	1439	448	580
TMEM27_m15682892	TMEM27	346	1307	297	2149
TMEM27_p15663123	TMEM27	491	1175	653	1581
TMEM27_p15677134	TMEM27	120	561	174	595
TMEM27_p15677175	TMEM27	608	1559	443	1179
TMEM27_p15677188	TMEM27	601	831	314	936
TMEM27_p15677197	TMEM27	224	826	153	310
TMEM27_p15682844	TMEM27	383	1677	712	2702
TMEM2_m74365198	TMEM2	1036	1954	796	1871
TMEM2_m74365203	TMEM2	501	1374	691	1098
TMEM2_m74365215	TMEM2	797	1913	853	3170
TMEM2_m74365236	TMEM2	367	866	352	1172
TMEM2_m74365270	TMEM2	889	2221	983	3018
TMEM2_p74365146	TMEM2	1339	3165	953	3659
TMEM2_p74365152	TMEM2	447	1322	355	505
TMEM2_p74365182	TMEM2	1066	1606	641	2461
TMEM2_p74365221	TMEM2	658	1138	295	618
TMEM2_p74365228	TMEM2	275	1171	388	1662
TMEM30A_m75994234	TMEM30A	560	2140	599	1409
TMEM30A_m75994246	TMEM30A	1111	1652	820	1790
TMEM30A_m75994263	TMEM30A	556	920	363	656
TMEM30A_m75994315	TMEM30A	625	1439	555	1087
TMEM30A_m75994323	TMEM30A	523	1256	604	1589
TMEM30A_m75994332	TMEM30A	1284	2260	639	1642
TMEM30A_p75994217	TMEM30A	1051	1927	647	1276
TMEM30A_p75994237	TMEM30A	703	3048	751	2877
TMEM30A_p75994250	TMEM30A	902	1109	408	1723
TMEM30A_p75994267	TMEM30A	152	114	168	693
TMEM30B_m61747735	TMEM30B	187	1192	356	919
TMEM30B_m61747740	TMEM30B	151	445	137	407
TMEM30B_m61747843	TMEM30B	193	1007	303	986
TMEM30B_m61747849	TMEM30B	802	1871	485	2019
TMEM30B_p61747748	TMEM30B	292	682	368	920
TMEM30B_p61747761	TMEM30B	65	474	239	730
TMEM30B_p61747769	TMEM30B	620	1078	471	1783
TMEM30B_p61747796	TMEM30B	959	2147	994	2825
TMEM30B_p61747805	TMEM30B	748	635	432	2271
TMEM30B_p61747810	TMEM30B	78	307	14	528
TMEM31_m102967231	TMEM31	266	686	401	1482
TMEM31_m102967249	TMEM31	189	394	207	616
TMEM31_m102967275	TMEM31	351	1065	427	1601
TMEM31_m102968599	TMEM31	484	556	287	1403
TMEM31_m102968609	TMEM31	1298	2625	621	2879
TMEM31_m102968704	TMEM31	479	214	137	816
TMEM31_p102967266	TMEM31	1794	4507	867	3811
TMEM31_p102968624	TMEM31	388	698	252	1287
TMEM31_p102968636	TMEM31	117	477	236	944
TMEM31_p102968694	TMEM31	514	1023	323	1456
TMEM33_m41940634	TMEM33	679	935	654	3131
TMEM33_m41940705	TMEM33	697	1323	658	1685
TMEM33_m41941239	TMEM33	900	1512	730	1744
TMEM33_m41941268	TMEM33	836	982	661	2329
TMEM33_m41941297	TMEM33	422	928	111	1343
TMEM33_m41941305	TMEM33	371	1545	492	1555
TMEM33_p41940620	TMEM33	370	858	149	621
TMEM33_p41940626	TMEM33	416	752	382	1608
TMEM33_p41940690	TMEM33	59	100	179	484
TMEM33_p41941256	TMEM33	538	289	281	869
TMEM35_m100334003	TMEM35	1411	3077	1092	4121
TMEM35_m100334010	TMEM35	411	1236	131	718
TMEM35_m100334025	TMEM35	201	820	344	439
TMEM35_m100334081	TMEM35	919	1640	459	1513
TMEM35_m100334100	TMEM35	336	633	259	1490
TMEM35_m100349653	TMEM35	1097	2729	701	2404
TMEM35_p100334017	TMEM35	376	1644	287	1207
TMEM35_p100334089	TMEM35	1139	3192	950	2208
TMEM35_p100349638	TMEM35	640	1985	668	1668
TMEM35_p100349645	TMEM35	236	787	148	957
TMEM37_m120189489	TMEM37	996	2020	1008	2727
TMEM37_m120194495	TMEM37	237	876	653	591
TMEM37_m120194516	TMEM37	447	1402	512	1705
TMEM37_m120194523	TMEM37	276	1418	399	1102
TMEM37_m120194528	TMEM37	630	3597	930	2934
TMEM37_p120189470	TMEM37	515	1060	487	1150
TMEM37_p120189478	TMEM37	375	728	297	2368
TMEM37_p120194457	TMEM37	0	67	136	474
TMEM37_p120194465	TMEM37	181	250	74	362
TMEM37_p120194501	TMEM37	122	636	241	577
TMEM38A_m16772029	TMEM38A	411	1063	457	1379
TMEM38A_m16772054	TMEM38A	641	1996	721	1243
TMEM38A_m16772097	TMEM38A	855	1571	1292	2014
TMEM38A_m16772108	TMEM38A	1565	2338	1426	3071
TMEM38A_m16772128	TMEM38A	734	1247	610	1462
TMEM38A_p16772021	TMEM38A	873	1306	543	201
TMEM38A_p16772033	TMEM38A	305	647	136	512
TMEM38A_p16772042	TMEM38A	882	912	581	1974
TMEM38A_p16772059	TMEM38A	434	1228	218	523
TMEM38A_p16772130	TMEM38A	547	651	258	995
TMEM38B_m108456975	TMEM38B	409	874	534	1151
TMEM38B_m108456981	TMEM38B	636	904	513	1716
TMEM38B_m108467961	TMEM38B	871	2028	777	1899
TMEM38B_p108456933	TMEM38B	523	1320	585	1330
TMEM38B_p108456943	TMEM38B	427	542	379	1383
TMEM38B_p108456949	TMEM38B	75	467	284	534
TMEM38B_p108457012	TMEM38B	82	255	257	490
TMEM38B_p108457030	TMEM38B	709	1629	744	1618
TMEM38B_p108467869	TMEM38B	543	1171	456	989
TMEM38B_p108467874	TMEM38B	526	1045	426	1306
TMEM39A_m119180810	TMEM39A	912	1440	511	2566
TMEM39A_m119180823	TMEM39A	1018	2376	848	4317
TMEM39A_m119180829	TMEM39A	960	1618	592	830
TMEM39A_m119180835	TMEM39A	551	1081	400	1006
TMEM39A_m119180841	TMEM39A	178	939	247	1953
TMEM39A_m119180847	TMEM39A	36	309	165	149
TMEM39A_m119180905	TMEM39A	295	647	351	1230
TMEM39A_m119180913	TMEM39A	363	701	277	1143
TMEM39A_p119180857	TMEM39A	677	1651	535	2842
TMEM39A_p119180877	TMEM39A	757	907	464	1488
TMEM39B_m32540568	TMEM39B	764	1174	438	1449
TMEM39B_m32540595	TMEM39B	290	458	188	716
TMEM39B_m32540644	TMEM39B	555	493	389	1387
TMEM39B_m32540659	TMEM39B	187	1308	299	662
