ID	Target	Plasmid	8aB_rep1	8aB_rep2	8aB_rep3
SLC38A10-10	SLC38A10	1492	0	0	239
SLC38A10-11	SLC38A10	253	0	0	119
SLC38A10-12	SLC38A10	610	0	144	0
SLC38A10-13	SLC38A10	340	0	306	0
SLC38A10-14	SLC38A10	71	0	0	0
SLC38A10-2	SLC38A10	0	0	0	0
SLC38A10-3	SLC38A10	965	0	0	0
SLC38A10-4	SLC38A10	464	0	368	0
SLC38A10-5	SLC38A10	54	0	0	0
SLC38A10-6	SLC38A10	359	0	1	230
SLC38A10-7	SLC38A10	385	0	0	556
SLC38A10-8	SLC38A10	577	0	0	1
SLC38A10-9	SLC38A10	430	0	0	23
SLC38A1-1	SLC38A1	738	0	0	0
SLC38A11-1	SLC38A11	1118	0	1591	0
SLC38A11-10	SLC38A11	511	208	0	530
SLC38A11-11	SLC38A11	2	0	0	0
SLC38A11-12	SLC38A11	1174	0	749	562
SLC38A11-13	SLC38A11	424	0	0	0
SLC38A11-14	SLC38A11	164	0	0	0
SLC38A11-15	SLC38A11	916	0	379	0
SLC38A11-16	SLC38A11	1605	0	0	209
SLC38A11-2	SLC38A11	235	0	0	447
SLC38A11-3	SLC38A11	52	0	0	0
SLC38A11-4	SLC38A11	1964	955	0	849
SLC38A11-5	SLC38A11	712	548	0	0
SLC38A11-6	SLC38A11	2508	1095	0	1288
SLC38A11-7	SLC38A11	427	0	0	0
SLC38A11-8	SLC38A11	550	0	0	1
SLC38A11-9	SLC38A11	1409	0	0	352
SLC38A1-2	SLC38A1	353	0	0	365
SLC38A1-3	SLC38A1	523	0	0	784
SLC38A1-4	SLC38A1	381	0	911	231
SLC38A1-5	SLC38A1	337	0	0	0
SLC38A1-6	SLC38A1	1026	1	0	310
SLC38A1-7	SLC38A1	722	0	0	2
SLC38A1-8	SLC38A1	347	0	0	0
SLC38A1-9	SLC38A1	79	0	0	0
SLC38A2-1	SLC38A2	1050	0	0	616
SLC38A2-10	SLC38A2	159	0	0	0
SLC38A2-2	SLC38A2	457	0	0	0
SLC38A2-3	SLC38A2	1274	0	694	299
SLC38A2-4	SLC38A2	871	0	536	221
SLC38A2-5	SLC38A2	316	0	0	0
SLC38A2-6	SLC38A2	455	0	0	0
SLC38A2-7	SLC38A2	112	0	0	0
SLC38A2-8	SLC38A2	677	410	0	0
SLC38A2-9	SLC38A2	802	0	0	414
SLC38A3-1	SLC38A3	938	0	315	476
SLC38A3-10	SLC38A3	474	0	0	1
SLC38A3-11	SLC38A3	104	0	0	0
SLC38A3-12	SLC38A3	608	0	0	0
SLC38A3-13	SLC38A3	413	0	0	0
SLC38A3-14	SLC38A3	227	0	0	5
SLC38A3-2	SLC38A3	853	0	174	598
SLC38A3-3	SLC38A3	619	0	1	5
SLC38A3-4	SLC38A3	324	0	0	0
SLC38A3-5	SLC38A3	1271	0	0	0
SLC38A3-6	SLC38A3	784	0	3	253
SLC38A3-7	SLC38A3	1477	0	0	340
SLC38A3-8	SLC38A3	1342	1125	0	250
SLC38A3-9	SLC38A3	770	0	360	0
SLC38A4-1	SLC38A4	441	0	0	0
SLC38A4-10	SLC38A4	437	0	0	9
SLC38A4-11	SLC38A4	923	0	269	0
SLC38A4-2	SLC38A4	863	0	160	509
SLC38A4-3	SLC38A4	441	0	0	73
SLC38A4-4	SLC38A4	1827	0	482	15
SLC38A4-5	SLC38A4	232	0	0	0
SLC38A4-6	SLC38A4	92	0	0	0
SLC38A4-7	SLC38A4	887	0	86	1
SLC38A4-8	SLC38A4	216	0	0	447
SLC38A4-9	SLC38A4	181	0	0	203
SLC38A5-1	SLC38A5	569	0	0	202
SLC38A5-10	SLC38A5	685	1270	0	3
SLC38A5-11	SLC38A5	620	0	370	0
SLC38A5-12	SLC38A5	256	0	0	0
SLC38A5-13	SLC38A5	1475	0	0	759
SLC38A5-2	SLC38A5	1229	0	92	18
SLC38A5-3	SLC38A5	134	0	0	4
SLC38A5-4	SLC38A5	165	0	0	0
SLC38A5-5	SLC38A5	277	0	0	0
SLC38A5-6	SLC38A5	50	0	0	0
SLC38A5-7	SLC38A5	218	0	0	0
SLC38A5-8	SLC38A5	1080	0	0	0
SLC38A5-9	SLC38A5	50	0	60	0
SLC38A6-1	SLC38A6	773	0	0	199
SLC38A6-10	SLC38A6	0	0	0	0
SLC38A6-11	SLC38A6	939	170	0	434
SLC38A6-12	SLC38A6	840	760	474	0
SLC38A6-13	SLC38A6	2212	716	0	1028
SLC38A6-14	SLC38A6	891	0	248	515
SLC38A6-2	SLC38A6	1526	0	227	621
SLC38A6-3	SLC38A6	551	0	6	403
SLC38A6-4	SLC38A6	411	0	0	0
SLC38A6-5	SLC38A6	1205	0	0	335
SLC38A6-6	SLC38A6	362	0	0	0
SLC38A6-7	SLC38A6	774	156	358	0
SLC38A6-8	SLC38A6	919	0	319	193
SLC38A6-9	SLC38A6	1006	0	77	238
SLC38A7-1	SLC38A7	644	1092	334	211
SLC38A7-2	SLC38A7	2	0	0	0
SLC38A7-3	SLC38A7	759	0	125	0
SLC38A7-4	SLC38A7	615	0	0	0
SLC38A7-5	SLC38A7	1392	0	0	563
SLC38A7-6	SLC38A7	442	0	310	0
SLC38A7-7	SLC38A7	656	0	149	1
SLC38A8-1	SLC38A8	129	0	0	0
SLC38A8-2	SLC38A8	365	0	0	5
SLC38A8-3	SLC38A8	606	0	0	1
SLC38A8-4	SLC38A8	54	0	149	0
SLC38A8-5	SLC38A8	863	411	258	102
SLC38A8-6	SLC38A8	119	0	0	0
SLC38A8-7	SLC38A8	648	0	0	1
SLC38A9-1	SLC38A9	250	0	0	195
SLC38A9-2	SLC38A9	1420	0	28	345
SLC38A9-3	SLC38A9	0	0	0	0
SLC38A9-4	SLC38A9	578	0	0	2
SLC38A9-5	SLC38A9	98	0	0	0
SLC38A9-6	SLC38A9	225	0	0	0
SLC38A9-7	SLC38A9	398	0	0	0
SLC38A9-8	SLC38A9	170	0	0	0
SLC38A9-9	SLC38A9	19	0	1	0
SLC39A10-1	SLC39A10	26	0	0	0
SLC39A10-10	SLC39A10	477	0	0	0
SLC39A10-11	SLC39A10	564	0	0	342
SLC39A10-12	SLC39A10	893	1501	0	137
SLC39A10-13	SLC39A10	3154	0	17	164
SLC39A10-14	SLC39A10	143	0	0	488
SLC39A10-2	SLC39A10	1341	0	1090	0
SLC39A10-3	SLC39A10	410	0	0	0
SLC39A10-4	SLC39A10	724	0	222	435
SLC39A10-5	SLC39A10	1510	0	219	288
SLC39A10-6	SLC39A10	980	0	760	234
SLC39A10-7	SLC39A10	1418	0	0	68
SLC39A10-8	SLC39A10	994	321	198	0
SLC39A10-9	SLC39A10	965	0	292	14
SLC39A1-1	SLC39A1	0	0	0	0
SLC39A1-10	SLC39A1	285	0	0	11
SLC39A11-1	SLC39A11	810	0	74	0
SLC39A1-11	SLC39A1	1371	0	684	135
SLC39A11-2	SLC39A11	1202	0	835	407
SLC39A1-12	SLC39A1	60	0	19	0
SLC39A11-3	SLC39A11	260	0	0	329
SLC39A11-4	SLC39A11	907	0	0	1073
SLC39A11-5	SLC39A11	57	0	0	0
SLC39A11-6	SLC39A11	1202	0	38	0
SLC39A11-7	SLC39A11	0	0	0	0
SLC39A1-2	SLC39A1	319	0	0	0
SLC39A12-1	SLC39A12	623	0	0	103
SLC39A12-2	SLC39A12	120	0	0	343
SLC39A12-3	SLC39A12	135	0	0	0
SLC39A12-4	SLC39A12	1551	0	831	711
SLC39A12-5	SLC39A12	452	0	159	392
SLC39A12-6	SLC39A12	251	0	0	0
SLC39A12-7	SLC39A12	2003	0	0	388
SLC39A1-3	SLC39A1	1328	345	15	1211
SLC39A13-1	SLC39A13	319	0	0	0
SLC39A13-10	SLC39A13	774	0	0	0
SLC39A13-11	SLC39A13	514	0	0	1
SLC39A13-12	SLC39A13	792	0	384	379
SLC39A13-13	SLC39A13	0	0	0	0
SLC39A13-14	SLC39A13	248	0	0	0
SLC39A13-2	SLC39A13	49	0	0	0
SLC39A13-3	SLC39A13	170	0	0	20
SLC39A13-4	SLC39A13	341	0	0	0
SLC39A13-5	SLC39A13	195	0	0	199
SLC39A13-6	SLC39A13	2318	184	72	838
SLC39A13-7	SLC39A13	57	0	0	0
SLC39A13-8	SLC39A13	703	1343	130	0
SLC39A13-9	SLC39A13	850	0	0	0
SLC39A1-4	SLC39A1	333	0	0	1
SLC39A14-1	SLC39A14	1086	0	0	1
SLC39A14-10	SLC39A14	1750	0	0	7
SLC39A14-11	SLC39A14	63	0	0	0
SLC39A14-12	SLC39A14	412	0	0	0
SLC39A14-13	SLC39A14	1118	0	141	616
SLC39A14-14	SLC39A14	640	0	0	109
SLC39A14-15	SLC39A14	255	0	0	23
SLC39A14-2	SLC39A14	1389	1	0	711
SLC39A14-3	SLC39A14	1037	403	0	794
SLC39A14-4	SLC39A14	283	0	0	0
SLC39A14-5	SLC39A14	700	0	0	0
SLC39A14-6	SLC39A14	452	0	497	0
SLC39A14-7	SLC39A14	1050	265	0	167
SLC39A14-8	SLC39A14	215	0	0	12
SLC39A14-9	SLC39A14	267	0	0	0
SLC39A1-5	SLC39A1	449	0	0	542
SLC39A1-6	SLC39A1	2893	0	441	80
SLC39A1-7	SLC39A1	47	0	0	0
SLC39A1-8	SLC39A1	478	0	0	0
SLC39A1-9	SLC39A1	1494	171	1165	81
SLC39A2-1	SLC39A2	1740	0	0	1559
SLC39A2-2	SLC39A2	531	0	0	0
SLC39A2-3	SLC39A2	127	0	0	236
SLC39A2-4	SLC39A2	1191	1009	128	245
SLC39A2-5	SLC39A2	1284	0	595	9
SLC39A2-6	SLC39A2	555	0	0	256
SLC39A2-7	SLC39A2	1056	0	313	0
SLC39A3-1	SLC39A3	0	0	0	0
SLC39A3-2	SLC39A3	1061	0	0	0
SLC39A3-3	SLC39A3	1984	166	719	1538
SLC39A3-4	SLC39A3	916	0	0	129
SLC39A3-5	SLC39A3	783	882	0	189
SLC39A3-6	SLC39A3	969	0	0	2
SLC39A3-7	SLC39A3	568	0	0	675
SLC39A4-1	SLC39A4	318	0	0	0
SLC39A4-10	SLC39A4	1173	0	363	14
SLC39A4-11	SLC39A4	560	0	0	1
SLC39A4-12	SLC39A4	850	0	0	533
SLC39A4-2	SLC39A4	1338	407	0	0
SLC39A4-3	SLC39A4	191	0	0	0
SLC39A4-4	SLC39A4	943	0	0	933
SLC39A4-5	SLC39A4	553	1	0	0
SLC39A4-6	SLC39A4	2808	0	22	76
SLC39A4-7	SLC39A4	559	0	0	161
SLC39A4-8	SLC39A4	4002	1	44	506
SLC39A4-9	SLC39A4	682	0	0	688
SLC39A5-1	SLC39A5	271	0	323	0
SLC39A5-10	SLC39A5	0	0	0	0
SLC39A5-11	SLC39A5	118	0	0	0
SLC39A5-2	SLC39A5	2065	598	0	756
SLC39A5-3	SLC39A5	778	1638	81	0
SLC39A5-4	SLC39A5	2337	0	1602	564
SLC39A5-5	SLC39A5	1149	0	0	357
SLC39A5-6	SLC39A5	268	0	0	0
SLC39A5-7	SLC39A5	749	0	0	14
SLC39A5-8	SLC39A5	132	0	0	0
SLC39A5-9	SLC39A5	571	0	780	11
SLC39A6-1	SLC39A6	606	0	0	433
SLC39A6-2	SLC39A6	814	0	0	0
SLC39A6-3	SLC39A6	1151	0	0	262
SLC39A6-4	SLC39A6	798	0	30	0
SLC39A6-5	SLC39A6	105	0	0	665
SLC39A6-6	SLC39A6	1269	0	370	1
SLC39A6-7	SLC39A6	551	0	0	0
SLC39A7-1	SLC39A7	0	0	0	0
SLC39A7-10	SLC39A7	1192	0	165	1072
SLC39A7-11	SLC39A7	930	0	430	264
SLC39A7-12	SLC39A7	3097	0	166	2659
SLC39A7-2	SLC39A7	1038	0	0	0
SLC39A7-3	SLC39A7	1479	0	337	375
SLC39A7-4	SLC39A7	1429	0	1343	812
SLC39A7-5	SLC39A7	122	0	0	0
SLC39A7-6	SLC39A7	827	0	0	764
SLC39A7-7	SLC39A7	1070	0	0	4
SLC39A7-8	SLC39A7	223	0	0	0
SLC39A7-9	SLC39A7	283	0	0	261
SLC39A8-1	SLC39A8	430	0	0	802
SLC39A8-10	SLC39A8	0	0	0	0
SLC39A8-11	SLC39A8	0	0	0	0
SLC39A8-12	SLC39A8	1155	1197	328	251
SLC39A8-13	SLC39A8	773	0	429	0
SLC39A8-14	SLC39A8	238	0	97	0
SLC39A8-2	SLC39A8	2691	0	0	214
SLC39A8-3	SLC39A8	955	1941	1122	0
SLC39A8-4	SLC39A8	48	0	0	0
SLC39A8-5	SLC39A8	153	0	0	2
SLC39A8-6	SLC39A8	1261	0	193	13
SLC39A8-7	SLC39A8	1799	1	170	635
SLC39A8-8	SLC39A8	1200	0	22	11
SLC39A8-9	SLC39A8	55	0	0	0
SLC39A9-1	SLC39A9	1079	0	0	361
SLC39A9-10	SLC39A9	317	0	0	0
SLC39A9-11	SLC39A9	1404	0	121	526
SLC39A9-12	SLC39A9	482	0	38	0
SLC39A9-13	SLC39A9	694	0	128	1
SLC39A9-14	SLC39A9	88	0	0	0
SLC39A9-2	SLC39A9	973	0	0	12
SLC39A9-3	SLC39A9	1538	0	1	522
SLC39A9-4	SLC39A9	503	0	0	213
SLC39A9-5	SLC39A9	780	0	210	1224
SLC39A9-6	SLC39A9	407	0	0	4
SLC39A9-7	SLC39A9	353	389	127	0
SLC39A9-8	SLC39A9	1369	963	590	254
SLC39A9-9	SLC39A9	522	0	0	0
SLC3A1-1	SLC3A1	340	0	1	0
SLC3A1-2	SLC3A1	436	0	0	0
SLC3A1-3	SLC3A1	1410	0	197	347
SLC3A1-4	SLC3A1	270	0	0	0
SLC3A1-5	SLC3A1	615	0	92	437
SLC3A1-6	SLC3A1	186	606	0	0
SLC3A1-7	SLC3A1	901	1060	651	462
SLC3A2-1	SLC3A2	1620	708	0	398
SLC3A2-10	SLC3A2	2065	0	0	672
SLC3A2-11	SLC3A2	119	465	0	0
SLC3A2-12	SLC3A2	1052	0	48	0
SLC3A2-13	SLC3A2	759	0	0	1
SLC3A2-14	SLC3A2	1432	0	173	761
SLC3A2-2	SLC3A2	1124	0	0	877
SLC3A2-3	SLC3A2	257	0	0	1
SLC3A2-4	SLC3A2	359	0	0	0
SLC3A2-5	SLC3A2	161	0	0	0
SLC3A2-6	SLC3A2	2107	577	0	977
SLC3A2-7	SLC3A2	362	0	0	0
SLC3A2-8	SLC3A2	861	0	0	195
SLC3A2-9	SLC3A2	675	0	0	0
SLC40A1-1	SLC40A1	233	0	0	0
SLC40A1-10	SLC40A1	1354	319	93	0
SLC40A1-11	SLC40A1	45	0	0	0
SLC40A1-2	SLC40A1	946	1818	0	266
SLC40A1-3	SLC40A1	710	612	0	277
SLC40A1-4	SLC40A1	2366	1329	665	767
SLC40A1-5	SLC40A1	183	0	0	0
SLC40A1-6	SLC40A1	2054	1032	147	185
SLC40A1-7	SLC40A1	564	0	284	0
SLC40A1-8	SLC40A1	298	0	0	0
SLC40A1-9	SLC40A1	1550	643	334	1009
SLC41A1-1	SLC41A1	1630	0	705	72
SLC41A1-10	SLC41A1	271	0	73	1144
SLC41A1-11	SLC41A1	0	0	0	0
SLC41A1-12	SLC41A1	817	792	0	0
SLC41A1-13	SLC41A1	351	0	0	0
SLC41A1-14	SLC41A1	563	0	333	868
SLC41A1-2	SLC41A1	937	0	386	0
SLC41A1-3	SLC41A1	771	0	0	1
SLC41A1-4	SLC41A1	617	0	0	229
SLC41A1-5	SLC41A1	155	0	0	0
SLC41A1-6	SLC41A1	2916	0	378	1913
SLC41A1-7	SLC41A1	1031	36	0	22
SLC41A1-8	SLC41A1	58	0	0	0
SLC41A1-9	SLC41A1	529	0	12	5
SLC41A2-1	SLC41A2	1040	0	0	392
SLC41A2-10	SLC41A2	1114	0	0	0
SLC41A2-11	SLC41A2	771	828	0	567
SLC41A2-12	SLC41A2	2753	1858	1	1522
SLC41A2-13	SLC41A2	285	0	0	0
SLC41A2-14	SLC41A2	1585	464	0	990
SLC41A2-2	SLC41A2	730	0	0	385
SLC41A2-3	SLC41A2	1220	0	244	563
SLC41A2-4	SLC41A2	114	0	0	0
SLC41A2-5	SLC41A2	1604	0	38	2
SLC41A2-6	SLC41A2	322	0	0	590
SLC41A2-7	SLC41A2	1406	0	96	316
SLC41A2-8	SLC41A2	262	0	765	0
SLC41A2-9	SLC41A2	2051	0	257	370
SLC41A3-1	SLC41A3	63	0	0	0
SLC41A3-10	SLC41A3	95	0	0	0
SLC41A3-11	SLC41A3	0	0	0	0
SLC41A3-12	SLC41A3	1378	0	0	164
SLC41A3-13	SLC41A3	787	0	0	0
SLC41A3-14	SLC41A3	245	0	0	0
SLC41A3-2	SLC41A3	1590	0	0	0
SLC41A3-3	SLC41A3	1408	0	82	480
SLC41A3-4	SLC41A3	1308	0	0	476
SLC41A3-5	SLC41A3	1132	0	640	423
SLC41A3-6	SLC41A3	490	0	167	0
SLC41A3-7	SLC41A3	0	0	0	0
SLC41A3-8	SLC41A3	955	0	325	155
SLC41A3-9	SLC41A3	274	0	0	652
SLC43A1-1	SLC43A1	1057	449	478	424
SLC43A1-10	SLC43A1	2676	1662	64	516
SLC43A1-11	SLC43A1	26	0	0	0
SLC43A1-12	SLC43A1	1494	0	0	773
SLC43A1-13	SLC43A1	3	0	0	0
SLC43A1-14	SLC43A1	339	0	0	148
SLC43A1-15	SLC43A1	2869	0	892	1307
SLC43A1-16	SLC43A1	1245	886	485	150
SLC43A1-2	SLC43A1	702	0	33	0
SLC43A1-3	SLC43A1	2034	1957	685	5
SLC43A1-4	SLC43A1	1253	0	485	0
SLC43A1-5	SLC43A1	734	0	214	246
SLC43A1-6	SLC43A1	112	0	0	0
SLC43A1-7	SLC43A1	4359	576	33	1001
SLC43A1-8	SLC43A1	1367	0	0	24
SLC43A1-9	SLC43A1	3032	1268	132	1689
SLC43A2-1	SLC43A2	1542	0	58	477
SLC43A2-10	SLC43A2	5013	0	927	714
SLC43A2-11	SLC43A2	2090	0	666	252
SLC43A2-12	SLC43A2	1035	0	0	206
SLC43A2-13	SLC43A2	959	0	0	260
SLC43A2-14	SLC43A2	481	0	0	0
SLC43A2-15	SLC43A2	136	0	0	0
SLC43A2-2	SLC43A2	1311	0	0	409
SLC43A2-3	SLC43A2	1172	1262	0	485
SLC43A2-4	SLC43A2	415	0	0	301
SLC43A2-5	SLC43A2	899	0	1	3
SLC43A2-6	SLC43A2	598	0	254	249
SLC43A2-7	SLC43A2	1636	0	0	257
SLC43A2-8	SLC43A2	1215	0	0	674
SLC43A2-9	SLC43A2	855	0	0	440
SLC43A3-1	SLC43A3	389	0	0	245
SLC43A3-10	SLC43A3	1117	0	0	173
SLC43A3-11	SLC43A3	174	0	116	0
SLC43A3-12	SLC43A3	594	0	0	468
SLC43A3-13	SLC43A3	2619	0	0	1797
SLC43A3-14	SLC43A3	122	0	0	0
SLC43A3-2	SLC43A3	370	0	402	420
SLC43A3-3	SLC43A3	1221	0	0	635
SLC43A3-4	SLC43A3	969	0	0	319
SLC43A3-5	SLC43A3	1453	0	485	270
SLC43A3-6	SLC43A3	1651	703	360	729
SLC43A3-7	SLC43A3	953	465	675	414
SLC43A3-8	SLC43A3	504	0	0	529
SLC43A3-9	SLC43A3	5	0	0	0
SLC44A1-1	SLC44A1	293	0	0	0
SLC44A1-2	SLC44A1	1394	0	359	1325
SLC44A1-3	SLC44A1	469	0	0	0
SLC44A1-4	SLC44A1	298	22	0	0
SLC44A1-5	SLC44A1	366	0	0	8
SLC44A1-6	SLC44A1	1469	148	665	183
SLC44A1-7	SLC44A1	2209	0	359	348
SLC44A2-1	SLC44A2	1604	1247	254	326
SLC44A2-10	SLC44A2	587	1736	130	230
SLC44A2-11	SLC44A2	750	0	453	367
SLC44A2-12	SLC44A2	389	0	0	507
SLC44A2-13	SLC44A2	200	133	0	0
SLC44A2-14	SLC44A2	480	1	0	289
SLC44A2-15	SLC44A2	878	0	0	363
SLC44A2-16	SLC44A2	378	0	0	0
SLC44A2-2	SLC44A2	150	0	0	0
SLC44A2-3	SLC44A2	231	0	0	0
SLC44A2-4	SLC44A2	0	0	0	0
SLC44A2-5	SLC44A2	1122	0	0	1
SLC44A2-6	SLC44A2	1612	0	1246	124
SLC44A2-7	SLC44A2	1957	184	0	0
SLC44A2-8	SLC44A2	240	1388	0	0
SLC44A2-9	SLC44A2	564	0	0	1
SLC44A3-1	SLC44A3	1119	918	473	908
SLC44A3-10	SLC44A3	1514	0	190	10
SLC44A3-11	SLC44A3	993	0	867	0
SLC44A3-12	SLC44A3	537	0	128	0
SLC44A3-13	SLC44A3	456	761	0	0
SLC44A3-14	SLC44A3	102	0	1	0
SLC44A3-2	SLC44A3	1194	0	0	0
SLC44A3-3	SLC44A3	313	0	0	0
SLC44A3-4	SLC44A3	523	0	0	0
SLC44A3-5	SLC44A3	157	0	0	0
SLC44A3-6	SLC44A3	309	249	0	1
SLC44A3-7	SLC44A3	1038	0	227	0
SLC44A3-8	SLC44A3	405	0	102	0
SLC44A3-9	SLC44A3	1076	0	173	0
SLC44A4-1	SLC44A4	584	0	0	0
SLC44A4-10	SLC44A4	490	0	0	200
SLC44A4-11	SLC44A4	1212	0	102	533
SLC44A4-12	SLC44A4	90	0	0	0
SLC44A4-13	SLC44A4	715	504	0	219
SLC44A4-14	SLC44A4	336	1215	0	239
SLC44A4-2	SLC44A4	439	0	0	0
SLC44A4-3	SLC44A4	1953	0	118	348
SLC44A4-4	SLC44A4	530	0	0	0
SLC44A4-5	SLC44A4	1131	0	0	0
SLC44A4-6	SLC44A4	1261	0	44	0
SLC44A4-7	SLC44A4	556	0	0	0
SLC44A4-8	SLC44A4	541	0	553	0
SLC44A4-9	SLC44A4	949	0	145	270
SLC44A5-1	SLC44A5	403	0	0	0
SLC44A5-2	SLC44A5	1101	0	395	17
SLC44A5-3	SLC44A5	668	0	31	469
SLC44A5-4	SLC44A5	243	0	0	0
SLC44A5-5	SLC44A5	514	0	0	10
SLC45A1-1	SLC45A1	19	0	0	0
SLC45A1-2	SLC45A1	592	0	65	827
SLC45A1-3	SLC45A1	581	0	0	0
SLC45A1-4	SLC45A1	677	0	380	6
SLC45A1-5	SLC45A1	948	0	398	189
SLC45A1-6	SLC45A1	1206	0	0	1
SLC45A1-7	SLC45A1	1891	625	260	2
SLC45A2-1	SLC45A2	184	0	0	0
SLC45A2-2	SLC45A2	895	1142	0	0
SLC45A2-3	SLC45A2	370	0	0	0
SLC45A2-4	SLC45A2	0	0	0	0
SLC45A2-5	SLC45A2	981	0	72	444
SLC45A2-6	SLC45A2	896	1	0	0
SLC45A2-7	SLC45A2	429	0	0	402
SLC45A3-1	SLC45A3	92	0	0	0
SLC45A3-2	SLC45A3	1285	553	1	136
SLC45A3-3	SLC45A3	498	1	0	0
SLC45A3-4	SLC45A3	0	0	0	0
SLC45A3-5	SLC45A3	887	1469	83	1
SLC45A3-6	SLC45A3	1827	849	163	223
SLC45A3-7	SLC45A3	326	0	0	0
SLC45A4-1	SLC45A4	1194	0	1	770
SLC45A4-10	SLC45A4	1075	0	41	0
SLC45A4-11	SLC45A4	1254	2644	367	752
SLC45A4-12	SLC45A4	775	0	0	942
SLC45A4-13	SLC45A4	970	0	0	155
SLC45A4-14	SLC45A4	1095	0	111	0
SLC45A4-15	SLC45A4	794	0	0	0
SLC45A4-2	SLC45A4	731	1675	0	14
SLC45A4-3	SLC45A4	479	0	0	228
SLC45A4-4	SLC45A4	398	0	0	0
SLC45A4-5	SLC45A4	479	0	0	216
SLC45A4-6	SLC45A4	2487	0	473	628
SLC45A4-7	SLC45A4	1185	640	0	0
SLC45A4-8	SLC45A4	463	0	0	0
SLC45A4-9	SLC45A4	1	0	0	0
SLC46A1-1	SLC46A1	1063	0	624	0
SLC46A1-10	SLC46A1	2320	1344	325	1124
SLC46A1-11	SLC46A1	229	0	0	0
SLC46A1-12	SLC46A1	0	0	0	0
SLC46A1-13	SLC46A1	121	0	0	0
SLC46A1-14	SLC46A1	244	0	0	0
SLC46A1-2	SLC46A1	1097	324	0	376
SLC46A1-3	SLC46A1	1317	0	319	74
SLC46A1-4	SLC46A1	1174	0	349	408
SLC46A1-5	SLC46A1	770	0	0	0
SLC46A1-6	SLC46A1	368	502	320	0
SLC46A1-7	SLC46A1	1489	0	297	0
SLC46A1-8	SLC46A1	596	0	58	238
SLC46A1-9	SLC46A1	373	0	0	19
SLC46A2-1	SLC46A2	1205	0	1282	1313
SLC46A2-10	SLC46A2	0	0	0	0
SLC46A2-11	SLC46A2	1338	2066	0	0
SLC46A2-2	SLC46A2	719	0	0	0
SLC46A2-3	SLC46A2	147	0	0	0
SLC46A2-4	SLC46A2	429	0	60	0
SLC46A2-5	SLC46A2	335	0	0	0
SLC46A2-6	SLC46A2	264	0	0	0
SLC46A2-7	SLC46A2	626	0	0	0
SLC46A2-8	SLC46A2	1039	0	0	1
SLC46A2-9	SLC46A2	1085	507	304	0
SLC46A3-1	SLC46A3	0	0	0	0
SLC46A3-10	SLC46A3	88	0	0	227
SLC46A3-11	SLC46A3	1955	0	141	151
SLC46A3-12	SLC46A3	1196	0	186	847
SLC46A3-13	SLC46A3	315	0	603	342
SLC46A3-14	SLC46A3	1715	1825	601	1253
SLC46A3-2	SLC46A3	62	0	0	0
SLC46A3-3	SLC46A3	1111	0	0	162
SLC46A3-4	SLC46A3	597	0	0	388
SLC46A3-5	SLC46A3	2769	0	641	1
SLC46A3-6	SLC46A3	1314	0	248	0
SLC46A3-7	SLC46A3	1330	0	544	189
SLC46A3-8	SLC46A3	383	0	0	0
SLC46A3-9	SLC46A3	0	0	0	0
SLC47A1-1	SLC47A1	210	0	0	329
SLC47A1-2	SLC47A1	1845	533	53	516
SLC47A1-3	SLC47A1	599	0	0	477
SLC47A1-4	SLC47A1	26	0	0	0
SLC47A1-5	SLC47A1	304	0	0	297
SLC47A1-6	SLC47A1	32	0	0	0
SLC47A1-7	SLC47A1	2694	400	0	1247
SLC47A2-1	SLC47A2	1517	0	585	0
SLC47A2-2	SLC47A2	1369	48	479	1173
SLC47A2-3	SLC47A2	2269	0	0	11
SLC47A2-4	SLC47A2	1254	0	260	296
SLC47A2-5	SLC47A2	744	340	112	0
SLC47A2-6	SLC47A2	553	0	0	367
SLC47A2-7	SLC47A2	1140	0	0	0
SLC48A1-1	SLC48A1	244	0	0	0
SLC48A1-10	SLC48A1	1213	115	0	17
SLC48A1-11	SLC48A1	132	0	0	0
SLC48A1-12	SLC48A1	595	0	1057	0
SLC48A1-13	SLC48A1	639	256	0	281
SLC48A1-14	SLC48A1	402	0	855	515
SLC48A1-2	SLC48A1	67	0	0	1
SLC48A1-3	SLC48A1	847	0	0	1942
SLC48A1-4	SLC48A1	125	0	0	0
SLC48A1-5	SLC48A1	651	0	0	1
SLC48A1-6	SLC48A1	350	0	110	202
SLC48A1-7	SLC48A1	19	0	0	0
SLC48A1-8	SLC48A1	1163	0	0	0
SLC48A1-9	SLC48A1	1153	0	0	434
SLC4A10-1	SLC4A10	565	0	132	1
SLC4A10-10	SLC4A10	709	0	168	17
SLC4A10-11	SLC4A10	599	333	0	0
SLC4A10-2	SLC4A10	1375	0	0	0
SLC4A10-3	SLC4A10	206	0	0	0
SLC4A10-4	SLC4A10	308	0	0	0
SLC4A10-5	SLC4A10	1459	413	0	0
SLC4A10-6	SLC4A10	709	0	0	603
SLC4A10-7	SLC4A10	803	0	170	1
SLC4A10-8	SLC4A10	1367	0	0	675
SLC4A10-9	SLC4A10	70	0	0	0
SLC4A1-1	SLC4A1	1103	604	136	0
SLC4A11-1	SLC4A11	157	0	0	0
SLC4A11-10	SLC4A11	834	0	61	263
SLC4A11-11	SLC4A11	1258	421	0	194
SLC4A11-12	SLC4A11	879	0	0	347
SLC4A11-13	SLC4A11	1332	463	0	800
