guide	plasmid	cas9T14Rep1	cas9T14Rep2	gene
GPRC5C_17_c_72435906.24-all	437	239	312	GPRC5C
GPRC5C_17_w_72435886.26-all	1419	692	1183	GPRC5C
GPRC5C_17_w_72435887.25-all	871	448	650	GPRC5C
GPRC5C_17_w_72435897.27-all	712	333	502	GPRC5C
GPRC5D_12_c_13103257.25-all	947	464	647	GPRC5D
GPRC5D_12_w_13103239.28-all	531	248	426	GPRC5D
GPRC5D_12_w_13103260.28-all	450	219	582	GPRC5D
GPRC5D_12_w_13103289.27-all	983	487	722	GPRC5D
GPRC6A_6_c_117150107.27-all	391	179	272	GPRC6A
GPRC6A_6_c_117150108.28-all	900	376	669	GPRC6A
GPRC6A_6_c_117150113.28-all	617	404	379	GPRC6A
GPRC6A_6_c_117150150.28-all	321	174	388	GPRC6A
GPRIN1_5_c_176026805.25-all	344	221	236	GPRIN1
GPRIN1_5_c_176026812.28-all	396	186	429	GPRIN1
GPRIN1_5_w_176026789.25-all	504	285	491	GPRIN1
GPRIN1_5_w_176026808.25-all	426	229	366	GPRIN1
GPRIN2_10_w_46998887.28-all	142	88	277	GPRIN2
GPRIN2_10_w_46998891.28-all	424	201	717	GPRIN2
GPRIN2_10_w_46998894.26-all	486	249	758	GPRIN2
GPRIN2_10_w_46998896.24-all	160	106	334	GPRIN2
GPRIN3_4_c_90171219.28-all	247	101	267	GPRIN3
GPRIN3_4_c_90171242.24-all	441	184	417	GPRIN3
GPRIN3_4_c_90171243.26-all	1125	508	1011	GPRIN3
GPRIN3_4_c_90171248.26-all	478	237	436	GPRIN3
GPS1_17_c_80011179.23-all	433	200	638	GPS1
GPS1_17_w_80011161.25-all	1456	681	1129	GPS1
GPS1_17_w_80011162.24-all	594	317	443	GPS1
GPS1_17_w_80011181.24-all	273	111	422	GPS1
GPS2_17_c_7218314.26-all	762	412	627	GPS2
GPS2_17_c_7218333.26-all	777	367	711	GPS2
GPS2_17_c_7218359.27-all	384	195	434	GPS2
GPS2_17_c_7218366.28-all	311	160	377	GPS2
GPSM1_9_c_139250216.26-CCDS48056.1	486	267	431	GPSM1
GPSM1_9_w_139222159.26-CCDS6996.2+	1126	474	739	GPSM1
GPSM1_9_w_139222160.28-CCDS6996.2+	1687	701	1045	GPSM1
GPSM1_9_w_139222164.25-CCDS6996.2+	1000	437	606	GPSM1
GPSM1_9_w_139222165.28-CCDS6996.2+	526	278	491	GPSM1
GPSM1_9_w_139250221.26-CCDS48056.1	747	409	798	GPSM1
GPSM1_9_w_139250231.26-CCDS48056.1	1418	692	1196	GPSM1
GPSM1_9_w_139250232.25-CCDS48056.1	720	347	570	GPSM1
GPSM2_1_c_109439516.28-all	655	342	515	GPSM2
GPSM2_1_c_109439521.23-all	175	84	323	GPSM2
GPSM2_1_w_109439500.26-all	660	314	531	GPSM2
GPSM2_1_w_109439511.28-all	445	306	573	GPSM2
GPSM3_6_c_32160024.26-all	1038	501	600	GPSM3
GPSM3_6_c_32160274.25-all	1049	415	859	GPSM3
GPSM3_6_w_32160255.26-all	463	239	481	GPSM3
GPSM3_6_w_32160259.26-all	411	198	440	GPSM3
GPT2_16_c_46931645.26-all	922	393	552	GPT2
GPT2_16_w_46934609.26-all	534	273	494	GPT2
GPT2_16_w_46934613.25-all	834	309	783	GPT2
GPT2_16_w_46934614.24-all	372	140	367	GPT2
GPT_8_c_145729720.24-all	316	125	532	GPT
GPT_8_w_145729691.24-all	831	398	638	GPT
GPT_8_w_145729707.26-all	830	444	574	GPT
GPT_8_w_145729713.27-all	653	302	439	GPT
GPX1_3_c_49395474.23-all	819	438	670	GPX1
GPX1_3_w_49395665.28.pass30-all	164	94	204	GPX1
GPX1_3_w_49395680.25.pass11-all	661	284	562	GPX1
GPX1_3_w_49395686.23.pass11-all	1061	479	877	GPX1
GPX2_14_c_65409424.26-all	684	287	515	GPX2
GPX2_14_w_65409361.23-all	591	243	702	GPX2
GPX2_14_w_65409362.28-all	1635	708	1521	GPX2
GPX2_14_w_65409363.25-all	741	293	647	GPX2
GPX3_5_w_150400220.26-all	822	415	689	GPX3
GPX3_5_w_150400241.28-all	598	310	595	GPX3
GPX3_5_w_150400249.25-all	580	241	549	GPX3
GPX3_5_w_150400250.26-all	428	255	436	GPX3
GPX4_19_w_1104047.23-all	180	80	536	GPX4
GPX4_19_w_1104053.27-all	953	478	1349	GPX4
GPX4_19_w_1104056.24-all	590	291	728	GPX4
GPX4_19_w_1104062.25-all	328	175	454	GPX4
GPX5_6_w_28493813.28-all	494	247	532	GPX5
GPX5_6_w_28493823.25-all	1958	979	1656	GPX5
GPX5_6_w_28493824.24-all	735	394	628	GPX5
GPX5_6_w_28493825.27-all	708	363	684	GPX5
GPX6_6_c_28483478.26-all	605	379	439	GPX6
GPX6_6_c_28483487.26-all	512	297	482	GPX6
GPX6_6_c_28483514.28-all	837	350	566	GPX6
GPX6_6_w_28483474.28-all	214	103	280	GPX6
GPX7_1_c_53068122.25-all	708	318	578	GPX7
GPX7_1_c_53068123.26-all	1257	573	1030	GPX7
GPX7_1_c_53068129.28-all	1034	481	595	GPX7
GPX7_1_w_53068116.26-all	461	201	353	GPX7
GPX8_5_c_54456057.26-all	259	166	231	GPX8
GPX8_5_w_54456040.27-all	1344	627	1153	GPX8
GPX8_5_w_54456041.26-all	769	365	719	GPX8
GPX8_5_w_54456054.25-all	733	296	457	GPX8
GRAMD1A_19_w_35500024.28-all	424	190	262	GRAMD1A
GRAMD1A_19_w_35500029.27-all	2142	919	1534	GRAMD1A
GRAMD1A_19_w_35500030.26-all	1227	492	901	GRAMD1A
GRAMD1A_19_w_35500031.28-all	933	328	613	GRAMD1A
GRAMD1B_11_w_123448079.28-all	354	176	352	GRAMD1B
GRAMD1B_11_w_123448088.28-all	1312	643	1209	GRAMD1B
GRAMD1B_11_w_123448092.28-all	586	264	670	GRAMD1B
GRAMD1B_11_w_123448102.28-all	446	251	400	GRAMD1B
GRAMD1C_3_c_113619955.26-all	623	269	468	GRAMD1C
GRAMD1C_3_c_113619979.26-all	721	394	613	GRAMD1C
GRAMD1C_3_c_113623018.26-all	894	479	657	GRAMD1C
GRAMD1C_3_w_113622990.26-all	605	308	611	GRAMD1C
GRAMD2_15_c_72490097.25-all	449	222	528	GRAMD2
GRAMD2_15_c_72490107.23-all	212	115	414	GRAMD2
GRAMD2_15_w_72490078.28-all	229	79	264	GRAMD2
GRAMD2_15_w_72490087.23-all	655	326	597	GRAMD2
GRAMD3_5_c_125807980.23-all	751	314	782	GRAMD3
GRAMD3_5_w_125807936.27-all	856	481	574	GRAMD3
GRAMD3_5_w_125808962.24-all	925	446	795	GRAMD3
GRAMD3_5_w_125808990.28-all	486	235	588	GRAMD3
GRAMD4_22_c_47022722.25-all	445	234	498	GRAMD4
GRAMD4_22_c_47022730.28-all	797	447	640	GRAMD4
GRAMD4_22_c_47022762.26-all	757	279	533	GRAMD4
GRAMD4_22_w_47022749.27-all	448	185	564	GRAMD4
GRAP2_22_c_40343147.26-all	694	331	463	GRAP2
GRAP2_22_c_40343152.26-all	1080	499	677	GRAP2
GRAP2_22_c_40343174.28-all	1059	546	756	GRAP2
GRAP2_22_w_40351833.26-all	266	140	234	GRAP2
GRAPL_17_c_19030962.22.fail-all	561	208	619	GRAPL
GRAPL_17_w_19030939.28.fail-all	282	189	459	GRAPL
GRAPL_17_w_19030945.22.fail-all	415	256	740	GRAPL
GRAPL_17_w_19030946.28.fail-all	454	186	590	GRAPL
GRAP_17_c_18925354.25-all	724	310	422	GRAP
GRAP_17_c_18925355.26-all	1229	618	729	GRAP
GRAP_17_c_18925388.26-all	642	261	535	GRAP
GRAP_17_w_18927655.28-all	532	284	424	GRAP
GRASP_12_c_52400842.27-all	568	277	457	GRASP
GRASP_12_w_52400807.24-all	327	181	293	GRASP
GRASP_12_w_52400808.26-all	265	122	292	GRASP
GRASP_12_w_52400852.28-all	86	40	195	GRASP
GRB10_7_c_50742299.27-all	1039	531	874	GRB10
GRB10_7_c_50742308.25-all	661	294	437	GRB10
GRB10_7_c_50742309.26-all	1321	613	1049	GRB10
GRB10_7_w_50742289.25-all	634	353	603	GRB10
GRB14_2_c_165477787.28-all	357	180	561	GRB14
GRB14_2_c_165477807.28-all	308	121	301	GRB14
GRB14_2_c_165477808.23-all	346	138	673	GRB14
GRB14_2_c_165477814.26-all	1098	513	693	GRB14
GRB2_17_c_73389695.25-all	23	20	451	GRB2
GRB2_17_c_73389701.25-all	697	364	821	GRB2
GRB2_17_w_73389645.28-all	258	122	813	GRB2
GRB2_17_w_73389646.27-all	104	56	371	GRB2
GRB7_17_c_37898557.26-all	478	227	418	GRB7
GRB7_17_w_37898575.27-all	545	323	530	GRB7
GRB7_17_w_37898601.26-all	317	168	626	GRB7
GRB7_17_w_37898607.27-all	138	70	287	GRB7
GREB1L_18_c_18963524.27-all	680	324	550	GREB1L
GREB1L_18_w_18963532.25-all	523	243	480	GREB1L
GREB1L_18_w_18963549.27-all	1974	881	1328	GREB1L
GREB1L_18_w_18963552.27-all	649	319	552	GREB1L
GREB1_2_c_11696788.23-all	971	626	1021	GREB1
GREB1_2_c_11696809.28-all	622	294	550	GREB1
GREB1_2_c_11696820.28-all	1372	664	869	GREB1
GREB1_2_w_11696822.23-all	560	225	522	GREB1
GREM1_15_c_33022915.23-all	394	173	724	GREM1
GREM1_15_c_33022916.24-all	1420	671	1674	GREM1
GREM1_15_w_33022896.24-all	495	240	554	GREM1
GREM1_15_w_33022904.24-all	673	310	801	GREM1
GREM2_1_c_240656745.27-all	452	275	302	GREM2
GREM2_1_c_240656757.26-all	625	321	470	GREM2
GREM2_1_c_240656758.27-all	1257	652	1013	GREM2
GREM2_1_w_240656741.26-all	742	289	604	GREM2
GRHL1_2_c_10095091.25-all	943	380	625	GRHL1
GRHL1_2_c_10095094.28-all	1374	615	1008	GRHL1
GRHL1_2_c_10095110.23-all	704	407	562	GRHL1
GRHL1_2_w_10095050.26-all	665	393	630	GRHL1
GRHL2_8_w_102555485.24-all	899	420	531	GRHL2
GRHL2_8_w_102555493.24-all	817	451	580	GRHL2
GRHL2_8_w_102555494.28-all	855	319	569	GRHL2
GRHL2_8_w_102555500.24-all	1049	502	663	GRHL2
GRHL3_1_c_24658072.28-all	1016	454	968	GRHL3
GRHL3_1_w_24658073.26-all	670	348	587	GRHL3
GRHL3_1_w_24661137.26-all	1452	619	1107	GRHL3
GRHL3_1_w_24661138.26-all	903	356	700	GRHL3
GRHPR_9_w_37422753.24-all	745	436	731	GRHPR
GRHPR_9_w_37422782.28-all	445	184	568	GRHPR
GRHPR_9_w_37422792.27-all	880	388	896	GRHPR
GRHPR_9_w_37422793.26-all	567	273	483	GRHPR
GRIA1_5_c_153029915.27-all	1065	527	638	GRIA1
GRIA1_5_w_153029895.28-all	384	170	501	GRIA1
GRIA1_5_w_153029899.27-all	642	339	528	GRIA1
GRIA1_5_w_153029911.25-all	615	312	590	GRIA1
GRIA2_4_c_158142874.28-all	775	369	558	GRIA2
GRIA2_4_c_158142892.28-all	882	321	598	GRIA2
GRIA2_4_w_158142884.26-all	475	249	396	GRIA2
GRIA2_4_w_158142907.26-all	488	227	349	GRIA2
GRIA3_X_c_122318425.28-all	725	339	512	GRIA3
GRIA3_X_c_122318426.26-all	1634	750	1022	GRIA3
GRIA3_X_w_122318391.26-all	762	340	618	GRIA3
GRIA3_X_w_122318422.23-all	236	122	324	GRIA3
GRIA4_11_c_105481764.25-all	831	415	694	GRIA4
GRIA4_11_c_105481771.28-all	604	271	565	GRIA4
GRIA4_11_w_105481737.25-all	1001	683	643	GRIA4
GRIA4_11_w_105481779.27-all	729	368	501	GRIA4
GRID1_10_c_88126120.27-all	493	252	363	GRID1
GRID1_10_c_88126121.23-all	750	283	628	GRID1
GRID1_10_c_88126122.24-all	1355	583	1207	GRID1
GRID1_10_w_88126116.27-all	599	300	476	GRID1
GRID2IP_7_c_6591044.26-all	795	352	483	GRID2IP
GRID2IP_7_c_6591053.28-all	762	343	483	GRID2IP
GRID2IP_7_c_6591059.24-all	549	362	512	GRID2IP
GRID2IP_7_c_6591062.26-all	823	403	554	GRID2IP
GRID2_4_c_93225860.25-all	621	305	465	GRID2
GRID2_4_w_93225820.23-all	467	312	503	GRID2
GRID2_4_w_93225838.26-all	765	413	623	GRID2
GRID2_4_w_93225856.25-all	649	290	608	GRID2
GRIK1_21_c_31311790.27-all	536	242	447	GRIK1
GRIK1_21_c_31311794.28-all	257	160	340	GRIK1
GRIK1_21_c_31311795.28-all	719	396	710	GRIK1
GRIK1_21_c_31311800.25-all	364	175	413	GRIK1
GRIK2_6_c_101847194.25-all	678	413	552	GRIK2
GRIK2_6_w_101847167.25-all	491	224	417	GRIK2
GRIK2_6_w_101847168.28-all	410	259	397	GRIK2
GRIK2_6_w_101847183.27-all	794	439	840	GRIK2
GRIK3_1_c_37499685.27-all	574	243	435	GRIK3
GRIK3_1_c_37499688.25-all	343	123	465	GRIK3
GRIK3_1_c_37499704.27-all	246	182	534	GRIK3
GRIK3_1_w_37499682.25-all	370	220	354	GRIK3
GRIK4_11_w_120531030.28-all	316	192	551	GRIK4
GRIK4_11_w_120531031.24-all	750	385	1090	GRIK4
GRIK4_11_w_120531032.23-all	444	248	669	GRIK4
GRIK4_11_w_120531045.25-all	744	313	555	GRIK4
GRIK5_19_c_42569875.24-all	716	351	627	GRIK5
GRIK5_19_c_42569876.28-all	713	400	679	GRIK5
GRIK5_19_c_42569881.28-all	815	376	613	GRIK5
GRIK5_19_c_42569887.27-all	441	208	352	GRIK5
GRIN1_9_w_140033945.23-all	1172	602	681	GRIN1
GRIN1_9_w_140033952.28-all	503	234	587	GRIN1
GRIN1_9_w_140033966.25-all	1611	716	1297	GRIN1
GRIN1_9_w_140033967.25-all	1126	472	831	GRIN1
GRIN2A_16_c_10274227.27-all	452	228	522	GRIN2A
GRIN2A_16_c_10274244.28-all	245	145	344	GRIN2A
GRIN2A_16_w_10274228.28-all	796	388	631	GRIN2A
GRIN2A_16_w_10274237.27-all	548	307	534	GRIN2A
GRIN2B_12_c_14019113.26-all	572	299	386	GRIN2B
GRIN2B_12_c_14019114.28-all	1415	731	977	GRIN2B
GRIN2B_12_w_14019099.26-all	659	329	585	GRIN2B
GRIN2B_12_w_14019103.25-all	622	278	537	GRIN2B
GRIN2C_17_c_72851208.28-all	560	211	532	GRIN2C
GRIN2C_17_c_72851212.27-all	768	357	699	GRIN2C
GRIN2C_17_c_72851219.27-all	356	197	304	GRIN2C
GRIN2C_17_c_72851220.25-all	642	387	673	GRIN2C
GRIN2D_19_c_48901674.24-all	364	160	412	GRIN2D
GRIN2D_19_w_48901659.28-all	219	145	375	GRIN2D
GRIN2D_19_w_48901675.23-all	450	233	498	GRIN2D
GRIN2D_19_w_48901676.28-all	400	143	271	GRIN2D
GRIN3A_9_c_104500206.23-all	871	431	652	GRIN3A
GRIN3A_9_c_104500209.27-all	967	417	539	GRIN3A
GRIN3A_9_w_104500224.26-all	1640	696	1290	GRIN3A
GRIN3A_9_w_104500225.25-all	1110	450	856	GRIN3A
GRIN3B_19_c_1000482.27-all	657	275	487	GRIN3B
GRIN3B_19_c_1000483.28-all	1010	468	958	GRIN3B
GRIN3B_19_w_1000465.28-all	268	147	369	GRIN3B
GRIN3B_19_w_1000484.28-all	385	182	376	GRIN3B
GRINA_8_c_145065423.24-all	409	168	393	GRINA
GRINA_8_c_145065424.25-all	1176	446	990	GRINA
GRINA_8_w_145065395.25-all	1293	737	1151	GRINA
GRINA_8_w_145065396.24-all	544	307	556	GRINA
GRIP1_12_c_66990682.28-all	354	191	482	GRIP1
GRIP1_12_c_66990697.25-all	689	315	531	GRIP1
GRIP1_12_c_66990698.22-all	946	424	670	GRIP1
GRIP1_12_c_67072660.27-all	865	450	783	GRIP1
GRIPAP1_X_c_48855898.24-all	377	158	386	GRIPAP1
GRIPAP1_X_c_48855907.25-all	709	267	660	GRIPAP1
GRIPAP1_X_w_48855854.27-all	492	297	466	GRIPAP1
GRIPAP1_X_w_48858604.27-all	514	243	584	GRIPAP1
GRK4_4_c_2990492.28-all	779	354	633	GRK4
GRK4_4_c_2990508.28-all	832	367	690	GRK4
GRK4_4_w_2965819.27-all	655	384	602	GRK4
GRK4_4_w_2990485.25-all	658	426	612	GRK4
GRK5_10_c_120967476.27-all	375	195	222	GRK5
GRK5_10_c_120967477.28-all	857	402	608	GRK5
GRK5_10_w_121086082.25-all	2203	1008	1640	GRK5
GRK5_10_w_121086083.27-all	1035	488	785	GRK5
GRK6_5_c_176859103.27-all	449	223	641	GRK6
GRK6_5_c_176859104.28-all	853	417	1121	GRK6
GRK6_5_c_176859105.27-all	1170	609	1481	GRK6
GRK6_5_w_176859720.27-all	175	86	183	GRK6
GRK7_3_w_141497142.26-all	1040	520	856	GRK7
GRK7_3_w_141497143.25-all	746	335	563	GRK7
GRK7_3_w_141497152.22-all	499	254	607	GRK7
GRK7_3_w_141497160.24-all	805	365	607	GRK7
GRM1_6_c_146350695.26-all	396	190	428	GRM1
GRM1_6_w_146350664.25-all	517	321	603	GRM1
GRM1_6_w_146350679.25-all	1470	785	1305	GRM1
GRM1_6_w_146350680.24-all	831	457	766	GRM1
GRM2_3_c_51743023.23-all	578	295	442	GRM2
GRM2_3_c_51743042.27-all	566	281	597	GRM2
GRM2_3_c_51743050.28-all	671	285	507	GRM2
GRM2_3_w_51743019.27-all	505	317	368	GRM2
GRM3_7_c_86394512.28-all	562	274	515	GRM3
GRM3_7_c_86394612.28-all	326	190	380	GRM3
GRM3_7_w_86394589.25-all	430	194	420	GRM3
GRM3_7_w_86394596.26-all	595	265	577	GRM3
GRM4_6_c_34059840.28-all	501	230	519	GRM4
GRM4_6_c_34059845.27-all	860	398	543	GRM4
GRM4_6_c_34059853.26-all	298	140	357	GRM4
GRM4_6_c_34059856.26-all	392	228	426	GRM4
GRM5_11_w_88386535.26-all	934	432	893	GRM5
GRM5_11_w_88780439.28-all	924	500	702	GRM5
GRM5_11_w_88780645.26-all	554	249	531	GRM5
GRM5_11_w_88780649.28-all	534	304	431	GRM5
GRM6_5_c_178421924.23-all	547	212	356	GRM6
GRM6_5_c_178421925.24-all	971	433	721	GRM6
GRM6_5_c_178421934.26-all	132	104	298	GRM6
GRM6_5_c_178421935.27-all	217	189	694	GRM6
GRM7_3_w_6903080.26-all	773	369	506	GRM7
GRM7_3_w_6903098.25-all	738	441	577	GRM7
GRM7_3_w_6903104.28-all	608	303	595	GRM7
GRM7_3_w_6903122.25-all	923	521	765	GRM7
GRM8_7_c_126883205.25-all	955	339	784	GRM8
GRM8_7_c_126883213.22-all	622	283	648	GRM8
GRM8_7_c_126883224.24-all	488	256	432	GRM8
GRM8_7_c_126883232.28-all	531	249	412	GRM8
GRN_17_c_42426569.27-all	959	392	737	GRN
GRN_17_w_42426539.28-all	831	400	795	GRN
GRN_17_w_42426540.27-all	433	200	349	GRN
GRN_17_w_42426557.28-all	715	322	845	GRN
GRPEL1_4_c_7065948.27-all	542	224	447	GRPEL1
GRPEL1_4_w_7069710.26-all	529	266	588	GRPEL1
GRPEL1_4_w_7069729.28-all	370	179	705	GRPEL1
GRPEL1_4_w_7069734.23-all	347	177	768	GRPEL1
GRPEL2_5_c_148725127.23-all	409	206	478	GRPEL2
GRPEL2_5_c_148725131.28-all	416	233	363	GRPEL2
GRPEL2_5_w_148725106.23-all	514	234	484	GRPEL2
GRPEL2_5_w_148725128.27-all	476	268	491	GRPEL2
GRPR_X_c_16142112.25-all	950	419	733	GRPR
GRPR_X_c_16142115.28-all	1773	812	1360	GRPR
GRPR_X_w_16142096.28-all	632	367	674	GRPR
GRPR_X_w_16142117.25-all	774	431	752	GRPR
GRP_18_w_56887505.27-all	313	229	415	GRP
GRP_18_w_56887514.26-all	1525	698	1282	GRP
GRP_18_w_56887515.27-all	698	301	626	GRP
GRP_18_w_56887523.27-all	578	272	458	GRP
GRSF1_4_c_71698979.23-all	361	142	1194	GRSF1
GRSF1_4_w_71698935.28-all	460	218	384	GRSF1
GRSF1_4_w_71698962.25-all	143	99	513	GRSF1
GRSF1_4_w_71701898.24-all	179	74	654	GRSF1
GRTP1_13_c_114018217.27-all	534	250	623	GRTP1
GRTP1_13_c_114018218.28-all	983	500	1236	GRTP1
GRTP1_13_c_114018358.23-all	236	148	524	GRTP1
GRTP1_13_w_114018200.25-all	898	400	789	GRTP1
GRWD1_19_c_48949302.25-all	454	263	434	GRWD1
GRWD1_19_c_48949303.26-all	768	429	896	GRWD1
GRWD1_19_c_48949304.28-all	1139	635	1261	GRWD1
GRWD1_19_w_48949299.26-all	366	164	421	GRWD1
GRXCR1_4_c_42895324.25-all	353	180	290	GRXCR1
GRXCR1_4_w_42895304.28-all	493	185	458	GRXCR1
GRXCR1_4_w_42895319.24-all	319	196	417	GRXCR1
GRXCR1_4_w_42895330.25-all	1023	455	784	GRXCR1
GRXCR2_5_c_145252483.25-all	575	245	635	GRXCR2
GRXCR2_5_c_145252484.26-all	948	460	966	GRXCR2
GRXCR2_5_c_145252485.26-all	1333	666	1394	GRXCR2
GRXCR2_5_w_145252490.27-all	821	432	755	GRXCR2
GSAP_7_c_77045618.27-all	1009	286	340	GSAP
GSAP_7_w_77045598.25-all	708	341	597	GSAP
GSAP_7_w_77045602.26-all	1416	636	1050	GSAP
GSAP_7_w_77045603.25-all	705	310	532	GSAP
GSC2_22_c_19137763.28-all	274	126	400	GSC2
GSC2_22_c_19137766.25-all	77	36	364	GSC2
GSC2_22_w_19137759.26-all	473	237	463	GSC2
GSC2_22_w_19137760.27-all	253	133	222	GSC2
GSC_14_c_95236319.28-all	534	243	517	GSC
GSC_14_c_95236344.27-all	678	334	590	GSC
GSC_14_c_95236347.26-all	1075	517	790	GSC
GSC_14_c_95236348.24-all	1077	479	751	GSC
GSDMA_17_c_38121966.25-all	860	418	515	GSDMA
GSDMA_17_c_38121967.26-all	1194	585	810	GSDMA
GSDMA_17_w_38121944.26-all	348	206	334	GSDMA
GSDMA_17_w_38121962.26-all	670	246	460	GSDMA
GSDMB_17_w_38073509.27-all	987	478	1045	GSDMB
GSDMB_17_w_38073510.26-all	513	211	537	GSDMB
GSDMB_17_w_38073513.28-all	316	166	374	GSDMB
GSDMB_17_w_38073526.25-all	431	208	392	GSDMB
GSDMC_8_c_130789828.23-all	694	323	627	GSDMC
GSDMC_8_c_130789829.24-all	1285	622	1217	GSDMC
GSDMC_8_w_130789783.25-all	663	372	444	GSDMC
GSDMC_8_w_130789796.26-all	740	384	445	GSDMC
GSDMD_8_c_144641534.25-all	951	426	644	GSDMD
GSDMD_8_c_144641541.28-all	399	220	485	GSDMD
GSDMD_8_c_144641547.24-all	374	185	446	GSDMD
GSDMD_8_w_144641543.28-all	739	375	499	GSDMD
GSE1_16_c_85682246.28-all	757	363	496	GSE1
GSE1_16_c_85682247.25-all	706	244	542	GSE1
GSE1_16_w_85682248.28-all	454	234	843	GSE1
GSE1_16_w_85682249.25-all	271	130	396	GSE1
GSG1L_16_c_27895835.28-all	833	253	487	GSG1L
GSG1L_16_c_27895868.27-all	907	375	865	GSG1L
GSG1L_16_c_27895873.22-all	830	381	733	GSG1L
GSG1L_16_w_27895827.24-all	1047	514	769	GSG1L
GSG1_12_c_13243713.27-all	494	296	550	GSG1
GSG1_12_c_13243725.25-all	1004	495	886	GSG1
GSG1_12_c_13243735.28-all	1042	503	780	GSG1
GSG1_12_w_13243719.28-all	723	365	679	GSG1
GSG2_17_c_3627254.24-all	269	149	371	GSG2
GSG2_17_w_3627243.28-all	545	244	783	GSG2
GSG2_17_w_3627244.25-all	239	122	358	GSG2
GSG2_17_w_3627250.23-all	250	155	464	GSG2
GSK3A_19_c_42746586.26-all	9	7	10	GSK3A
GSK3A_19_c_42746587.27-all	426	208	465	GSK3A
GSK3A_19_c_42746601.26-all	180	78	315	GSK3A
GSK3A_19_w_42746588.27-all	630	313	449	GSK3A
GSK3B_3_c_119812258.25-all	889	449	674	GSK3B
GSK3B_3_c_119812261.28-all	1781	807	1271	GSK3B
GSK3B_3_c_119812267.26-all	642	263	464	GSK3B
GSK3B_3_c_119812268.27-all	1393	679	1060	GSK3B
GSKIP_14_c_96848639.25-all	644	338	529	GSKIP
GSKIP_14_c_96848654.28-all	618	281	458	GSKIP
GSKIP_14_c_96848663.26-all	598	325	667	GSKIP
GSKIP_14_w_96848602.23-all	438	336	455	GSKIP
GSN_9_c_124064279.26-all	431	226	541	GSN
GSN_9_c_124064283.27-all	418	225	546	GSN
GSN_9_w_124064264.28-all	1457	706	1395	GSN
GSN_9_w_124064265.28-all	782	382	784	GSN
GSPT1_16_w_11990563.26-all	284	125	621	GSPT1
GSPT1_16_w_11990565.27-all	532	267	487	GSPT1
GSPT1_16_w_11990601.28-all	369	203	571	GSPT1
GSPT1_16_w_11991714.24-all	908	354	767	GSPT1
GSPT2_X_c_51486752.28-all	147	51	525	GSPT2
GSPT2_X_c_51486766.26-all	191	89	160	GSPT2
GSPT2_X_c_51486767.27-all	334	143	326	GSPT2
GSPT2_X_w_51486769.27-all	599	278	446	GSPT2
GSR_8_c_30585337.27-all	221	111	205	GSR
GSR_8_c_30585338.28-all	358	192	418	GSR
GSR_8_c_30585339.28-all	697	360	746	GSR
GSR_8_c_30585346.28-all	370	135	220	GSR
GSS_20_c_33539634.23-all	467	196	699	GSS
GSS_20_c_33539650.24-all	71	58	423	GSS
GSS_20_w_33539600.26-all	809	382	659	GSS
GSS_20_w_33539624.28-all	433	215	537	GSS
GSTA1_6_c_52659018.24-all	498	235	532	GSTA1
GSTA1_6_c_52664012.25.pass20-all	433	194	686	GSTA1
GSTA1_6_c_52664044.22.pass20-all	1022	512	724	GSTA1
GSTA1_6_w_52657694.23-all	902	430	1011	GSTA1
GSTA2_6_c_52622716.25-all	893	463	799	GSTA2
GSTA2_6_w_52622704.24-all	1231	672	1183	GSTA2
GSTA2_6_w_52622705.23-all	748	415	621	GSTA2
GSTA2_6_w_52622706.28-all	509	364	268	GSTA2
GSTA3_6_c_52770580.26-all	356	209	390	GSTA3
GSTA3_6_w_52762684.26-all	815	408	566	GSTA3
GSTA3_6_w_52762687.26-all	732	292	407	GSTA3
GSTA3_6_w_52770572.27-all	227	97	197	GSTA3
GSTA4_6_c_52859012.25-all	403	183	782	GSTA4
GSTA4_6_c_52859013.27-all	520	243	1161	GSTA4
GSTA4_6_w_52859000.24-all	267	117	352	GSTA4
GSTA4_6_w_52859006.24-all	501	305	489	GSTA4
GSTA5_6_c_52699012.26-all	955	436	731	GSTA5
GSTA5_6_c_52705582.25.pass30-all	824	393	708	GSTA5
GSTA5_6_w_52698982.28-all	916	367	516	GSTA5
GSTA5_6_w_52705551.27-all	693	334	585	GSTA5
GSTCD_4_c_106638840.24-all	716	368	654	GSTCD
GSTCD_4_w_106638808.27-all	619	336	688	GSTCD
GSTCD_4_w_106638829.26-all	884	478	689	GSTCD
GSTCD_4_w_106638851.28-all	706	391	615	GSTCD
GSTK1_7_w_142960612.27-all	1693	862	1759	GSTK1
GSTK1_7_w_142960613.26-all	1305	629	1229	GSTK1
GSTK1_7_w_142960614.25-all	451	185	630	GSTK1
GSTK1_7_w_142960618.27-all	486	252	458	GSTK1
GSTM1_1_c_110231921.27-all	690	362	548	GSTM1
GSTM1_1_w_110230498.27.pass30-all	619	364	574	GSTM1
GSTM1_1_w_110231897.26-all	895	421	542	GSTM1
GSTM1_1_w_110231907.25-all	1212	495	737	GSTM1
GSTM2_1_c_110211967.28-all	818	433	760	GSTM2
GSTM2_1_c_110212148.28-all	472	308	373	GSTM2
GSTM2_1_w_110211051.28-all	283	146	364	GSTM2
GSTM2_1_w_110212138.26-all	383	251	459	GSTM2
GSTM3_1_w_110282872.23-all	757	386	727	GSTM3
