Guide	Counts
TBC1D10B_16_c_30381485.25-all	233
TBC1D10B_16_w_30381476.26-all	341
TBC1D10C_11_w_67171677.27-all	987
TBC1D10C_11_w_67171678.26-all	519
TBC1D10C_11_w_67171683.28-all	495
TBC1D10C_11_w_67171684.26-all	2
TBC1D12_10_c_96162403.28-all	223
TBC1D12_10_c_96162404.28-all	486
TBC1D12_10_w_96162389.24-all	381
TBC1D12_10_w_96162395.27-all	161
TBC1D13_9_c_131550640.25-all	669
TBC1D13_9_c_131550658.28-all	229
TBC1D13_9_w_131550643.25-all	886
TBC1D13_9_w_131550644.24-all	323
TBC1D14_4_c_6995969.28-all	581
TBC1D14_4_w_6995934.25-all	281
TBC1D14_4_w_6995988.27-all	782
TBC1D14_4_w_6998057.26-all	496
TBC1D15_12_c_72265892.26-all	705
TBC1D15_12_c_72265913.25-all	756
TBC1D15_12_c_72265925.23-all	245
TBC1D15_12_w_72265898.25-all	546
TBC1D16_17_c_77987328.27-all	306
TBC1D16_17_c_77987331.27-all	615
TBC1D16_17_c_77987334.25-all	219
TBC1D16_17_w_77987319.25-all	242
TBC1D17_19_c_50381777.24-all	393
TBC1D17_19_c_50381778.25-all	1051
TBC1D17_19_c_50381790.28-all	255
TBC1D17_19_w_50381768.27-all	306
TBC1D19_4_w_26585835.28-all	536
TBC1D19_4_w_26585852.26-all	973
TBC1D19_4_w_26585853.28-all	280
TBC1D19_4_w_26585862.28-all	482
TBC1D1_4_c_37903764.28-all	454
TBC1D1_4_c_37903773.23-all	179
TBC1D1_4_c_37903791.28-all	546
TBC1D1_4_w_37903722.28-all	311
TBC1D20_20_c_443040.23-all	307
TBC1D20_20_c_443043.27-all	710
TBC1D20_20_c_443044.28-all	1266
TBC1D20_20_w_443020.27-all	428
TBC1D21_15_w_74166054.28-all	869
TBC1D21_15_w_74166057.25-all	429
TBC1D21_15_w_74166058.27-all	365
TBC1D21_15_w_74166065.25-all	499
TBC1D22A_22_c_47158715.26-all	322
TBC1D22A_22_c_47158740.26-all	218
TBC1D22A_22_w_47158687.26-all	336
TBC1D22A_22_w_47158699.26-all	313
TBC1D22B_6_c_37225722.24-all	457
TBC1D22B_6_c_37225728.27-all	511
TBC1D22B_6_c_37225744.23-all	872
TBC1D22B_6_c_37225745.25-all	654
TBC1D23_3_c_99979905.24-all	410
TBC1D23_3_c_99979911.27-all	245
TBC1D23_3_w_99979883.27-all	851
TBC1D23_3_w_99979886.24-all	354
TBC1D24_16_c_2546179.28-all	652
TBC1D24_16_w_2546158.24-all	562
TBC1D24_16_w_2546201.27-all	290
TBC1D24_16_w_2546205.28-all	148
TBC1D25_X_w_48398195.26-all	146
TBC1D25_X_w_48398198.26-all	380
TBC1D25_X_w_48398204.27-all	282
TBC1D25_X_w_48398222.28-all	281
TBC1D26_17_w_15644479.27-all	766
TBC1D26_17_w_15644482.24-all	370
TBC1D26_17_w_15644520.24-all	151
TBC1D26_17_w_15644521.25-all	296
TBC1D28_17_c_18539835.28-all	536
TBC1D28_17_c_18541703.27.pass30-all	284
TBC1D28_17_w_18541690.27.pass30-all	648
TBC1D28_17_w_18541691.26.pass30-all	422
TBC1D29_17_c_28887185.27.pass20-all	317
TBC1D29_17_c_28887679.26.pass20-all	250
TBC1D29_17_w_28887652.25.pass20-all	286
TBC1D29_17_w_28890220.28.pass30-all	420
TBC1D2B_15_c_78369976.28-all	44
TBC1D2B_15_c_78369977.26-all	196
TBC1D2B_15_c_78369983.26-all	225
TBC1D2B_15_w_78369966.26-all	61
TBC1D2_9_c_100975456.26-all	760
TBC1D2_9_c_100975464.25-all	330
TBC1D2_9_c_100975476.28-all	19
TBC1D2_9_c_100975482.28-all	301
TBC1D30_12_c_65218691.25-all	180
TBC1D30_12_c_65218696.24-all	124
TBC1D30_12_c_65218697.25-all	346
TBC1D30_12_c_65218698.26-all	533
TBC1D31_8_c_124085036.26-all	263
TBC1D31_8_c_124085043.23-all	92
TBC1D31_8_c_124085053.27-all	79
TBC1D31_8_w_124085056.28-all	422
TBC1D32_6_c_121655552.23-all	350
TBC1D32_6_c_121655562.28-all	284
TBC1D32_6_c_121655571.25-all	486
TBC1D32_6_w_121655548.25-all	467
TBC1D3B_17_c_34497321.28.pass20-all	341
TBC1D3B_17_c_34497324.27.pass11-all	120
TBC1D3B_17_w_34497302.26.pass11-all	492
TBC1D3B_17_w_34497305.28.pass20-all	389
TBC1D3C_17_c_34581872.22.pass1-all	82
TBC1D3C_17_c_34581873.24.pass1-all	382
TBC1D3C_17_w_34581843.24.pass1-all	426
TBC1D3C_17_w_34590424.27.fail-all	451
TBC1D3F_17_c_36285573.27.fail-all+	100
TBC1D3F_17_c_36288268.24.pass20-all	351
TBC1D3F_17_w_36288237.27.pass1-all	237
TBC1D3F_17_w_36288238.26.pass1-all	120
TBC1D3G_17_c_34797752.28.pass1-all	105
TBC1D3G_17_c_34797760.25.pass1-all	53
TBC1D3G_17_c_34797761.26.pass1-all	181
TBC1D3G_17_w_34797731.25.pass20-all	422
TBC1D3H_17_w_34755206.24.pass1-all	148
TBC1D3H_17_w_34755431.25.fail-all	161
TBC1D3H_17_w_34755432.24.fail-all	131
TBC1D3_17_w_36347032.27.fail-all	235
TBC1D3_17_w_36347047.22.fail-all	85
TBC1D3_17_w_36347048.25.fail-all	131
TBC1D3_17_w_36347051.24.fail-all	73
TBC1D4_13_c_76055872.28-all	355
TBC1D4_13_c_76055892.26-all	823
TBC1D4_13_c_76055893.27-all	1203
TBC1D4_13_c_76055896.25-all	197
TBC1D5_3_c_17549995.26-all	525
TBC1D5_3_c_17549996.27-all	1233
TBC1D5_3_c_17550022.28-all	650
TBC1D5_3_c_17550051.27-all	602
TBC1D7_6_c_13321302.24-all	1129
TBC1D7_6_c_13321318.23-all	971
TBC1D7_6_w_13327018.28-all	451
TBC1D7_6_w_13327076.26-all	437
TBC1D8B_X_c_106046133.28-all	385
TBC1D8B_X_c_106046145.27-all	490
TBC1D8B_X_w_106046095.26-all	588
TBC1D8B_X_w_106046147.24-all	557
TBC1D8_2_c_101767701.27-all	210
TBC1D8_2_c_101767702.28-all	351
TBC1D8_2_w_101767663.26-all	1021
TBC1D8_2_w_101767664.28-all	585
TBC1D9B_5_c_179334789.28-all	184
TBC1D9B_5_w_179334769.26-all	159
TBC1D9B_5_w_179334775.28-all	470
TBC1D9B_5_w_179334790.27-all	187
TBC1D9_4_c_141677149.27-all	704
TBC1D9_4_c_141677167.28-all	297
TBC1D9_4_w_141677142.27-all	588
TBC1D9_4_w_141677168.25-all	512
TBCA_5_c_76989118.27.pass11-all	225
TBCA_5_c_76989168.25.pass11-all	511
TBCA_5_w_76989096.28.pass11-all	105
TBCA_5_w_77072035.23.pass20-all	8
TBCB_19_c_36606492.28-all	152
TBCB_19_w_36606486.24-all	159
TBCB_19_w_36606487.28-all	186
TBCB_19_w_36606496.28-all	488
TBCCD1_3_c_186282008.25-all	65
TBCCD1_3_c_186282048.28-all	571
TBCCD1_3_w_186282090.26-all	1078
TBCCD1_3_w_186282091.25-all	308
TBCC_6_c_42713773.27-all	338
TBCC_6_c_42713791.26-all	736
TBCC_6_c_42713803.26-all	899
TBCC_6_w_42713775.27-all	334
TBCD_17_c_80710096.26-all	203
TBCD_17_c_80710097.26-all	503
TBCD_17_w_80710073.26-all	443
TBCD_17_w_80710074.25-all	187
TBCEL_11_c_120916478.28-all	303
TBCEL_11_w_120916453.28-all	424
TBCEL_11_w_120916473.28-all	640
TBCEL_11_w_120916479.27-all	392
TBCE_1_c_235543395.28-all	441
TBCE_1_c_235543443.26-all	799
TBCE_1_c_235543460.27-all	584
TBCE_1_w_235564846.28-all	112
TBCK_4_c_107230108.25-all	597
TBCK_4_c_107230109.26-all	1098
TBCK_4_c_107230110.26-all	1449
TBCK_4_w_107230088.27-all	676
TBK1_12_c_64849676.25-all	726
TBK1_12_c_64849702.27-all	505
TBK1_12_c_64849726.25-all	727
TBK1_12_w_64849697.26-all	450
TBKBP1_17_c_45773520.25-all	752
TBKBP1_17_c_45773523.25-all	465
TBKBP1_17_w_45773485.23-all	120
TBKBP1_17_w_45773525.28-all	546
TBL1XR1_3_c_176769506.28-all	403
TBL1XR1_3_w_176769396.24-all	280
TBL1XR1_3_w_176771678.28-all	495
TBL1XR1_3_w_176782731.24-all	251
TBL1X_X_w_9652156.25-all	286
TBL1X_X_w_9652159.24-all	189
TBL1X_X_w_9652191.25-all	681
TBL1X_X_w_9656079.28-all	508
TBL1Y_Y_w_6911094.28-all	518
TBL1Y_Y_w_6931971.27-all	1576
TBL1Y_Y_w_6931972.26-all	830
TBL1Y_Y_w_6931997.25-all	506
TBL2_7_w_72992839.26-all	428
TBL2_7_w_72992846.28-all	840
TBL2_7_w_72992847.27-all	690
TBL2_7_w_72992848.26-all	454
TBL3_16_c_2024093.24-all	90
TBL3_16_c_2024094.27-all	635
TBL3_16_w_2022175.28-all	217
TBL3_16_w_2024081.25-all	383
TBPL1_6_c_134301290.25-all	662
TBPL1_6_c_134301396.23-all	404
TBPL1_6_w_134303729.27-all	514
TBPL1_6_w_134303754.28-all	435
TBPL2_14_c_55907244.28-all	405
TBPL2_14_c_55907249.27-all	233
TBPL2_14_c_55907250.28-all	581
TBPL2_14_c_55907258.27-all	220
TBP_6_c_170870933.25-all	833
TBP_6_w_170870899.23-all	538
TBP_6_w_170870911.25-all	935
TBP_6_w_170870920.28-all	311
TBR1_2_w_162272938.25-all	611
TBR1_2_w_162272945.28-all	445
TBR1_2_w_162272961.26-all	495
TBR1_2_w_162272992.28-all	444
TBRG1_11_c_124493014.28-all	290
TBRG1_11_w_124492984.26-all	598
TBRG1_11_w_124492996.26-all	327
TBRG1_11_w_124493004.25-all	333
TBRG4_7_c_45148800.26-all	153
TBRG4_7_c_45148803.28-all	750
TBRG4_7_c_45148824.26-all	473
TBRG4_7_w_45148778.27-all	517
TBX10_11_c_67402701.26-all	641
TBX10_11_c_67402717.27-all	437
TBX10_11_c_67402729.27-all	406
TBX10_11_c_67402733.27-all	596
TBX15_1_c_119474334.24-all	196
TBX15_1_w_119474285.28-all	625
TBX15_1_w_119474291.27-all	672
TBX15_1_w_119474314.26-all	751
TBX18_6_c_85473874.26-all	633
TBX18_6_c_85473894.26-all	264
TBX18_6_w_85473835.24-all	330
TBX18_6_w_85473850.26-all	401
TBX19_1_c_168250368.24-all	231
TBX19_1_w_168250332.27-all	229
TBX19_1_w_168250358.28-all	1229
TBX19_1_w_168250359.27-all	784
TBX1_22_c_19747190.23-all	232
TBX1_22_w_19748427.26-all	220
TBX1_22_w_19748436.26-all	414
TBX1_22_w_19748443.28-all	74
TBX20_7_c_35293211.25-all	377
TBX20_7_c_35293212.26-all	599
TBX20_7_c_35293213.28-all	849
TBX20_7_c_35293214.28-all	1191
TBX21_17_c_45810859.26-all	523
TBX21_17_c_45810860.27-all	802
TBX21_17_w_45810835.23-all	755
TBX21_17_w_45810863.23-all	222
TBX22_X_c_79279589.26-all	480
TBX22_X_c_79279601.25-all	567
TBX22_X_c_79279608.27-all	432
TBX22_X_w_79279604.27-all	669
TBX2_17_c_59477570.28-all	176
TBX2_17_w_59477559.27-all	625
TBX2_17_w_59477565.27-all	531
TBX2_17_w_59477575.25-all	355
TBX3_12_c_115120974.26-all	1056
TBX3_12_c_115120983.27-all	579
TBX3_12_c_115120994.28-all	451
TBX3_12_c_115120999.26-all	696
TBX4_17_c_59533884.26-all	219
TBX4_17_c_59533887.23-all	220
TBX4_17_w_59533868.25-all	480
TBX4_17_w_59533873.27-all	285
TBX5_12_c_114839671.25-all	637
TBX5_12_c_114839698.28-all	483
TBX5_12_w_114839660.24-all	35
TBX5_12_w_114839661.23-all	17
TBX6_16_c_30102489.25-all	197
TBX6_16_c_30102490.25-all	383
TBX6_16_c_30102504.22-all	327
TBX6_16_c_30102508.26-all	930
TBXA2R_19_c_3600611.28-all	102
TBXA2R_19_c_3600624.23-all	254
TBXA2R_19_c_3600625.24-all	592
TBXA2R_19_w_3600606.24-all	13
TBXAS1_7_c_139575423.28-all	491
TBXAS1_7_c_139575435.25-all	801
TBXAS1_7_c_139611087.28-all	787
TBXAS1_7_c_139636013.25-all	272
TC2N_14_c_92278856.26-all	414
TC2N_14_c_92278857.25-all	898
TC2N_14_w_92280066.25-all	537
TC2N_14_w_92280078.26-all	485
TCAIM_3_c_44396300.25-all	703
TCAIM_3_c_44399262.26-all	492
TCAIM_3_w_44399254.26-all	423
TCAIM_3_w_44399266.26-all	339
TCAP_17_c_37821639.25-all	215
TCAP_17_c_37821648.23-all	467
TCAP_17_c_37821665.25-all	307
TCAP_17_w_37821619.25-all	487
TCEA1_8_c_54883015.28.pass1-all	980
TCEA1_8_w_54900703.25.pass11-all	410
TCEA1_8_w_54900704.24.pass11-all	62
TCEA1_8_w_54900716.27.pass1-all	516
TCEA2_20_c_62697851.24-all	320
TCEA2_20_c_62697852.25-all	1084
TCEA2_20_c_62697861.28-all	418
TCEA2_20_w_62697862.27-all	653
TCEA3_1_c_23745624.26-all	471
TCEA3_1_c_23751094.26-all	642
TCEA3_1_c_23751120.25-all	489
TCEA3_1_w_23751083.28-all	255
TCEAL1_X_w_102884853.26-all	538
TCEAL1_X_w_102884889.25-all	837
TCEAL1_X_w_102884890.24-all	351
TCEAL1_X_w_102884896.27-all	148
TCEAL2_X_c_101381883.28-all	637
TCEAL2_X_c_101381884.23-all	220
TCEAL2_X_w_101381835.24-all	712
TCEAL2_X_w_101381874.26-all	454
TCEAL3_X_c_102864567.27-all	629
TCEAL3_X_c_102864568.28-all	1135
TCEAL3_X_c_102864569.27-all	1429
TCEAL3_X_w_102864561.28-all	341
TCEAL4_X_c_102841657.28-all	349
TCEAL4_X_c_102841711.23-all	514
TCEAL4_X_c_102841753.28-all	443
TCEAL4_X_w_102841644.26-all	938
TCEAL5_X_w_102529390.26-all	639
TCEAL5_X_w_102529426.27-all	950
TCEAL5_X_w_102529427.26-all	581
TCEAL5_X_w_102529462.26-all	644
TCEAL6_X_w_101395995.27-all	86
TCEAL6_X_w_101396029.26-all	683
TCEAL6_X_w_101396148.25-all	768
TCEAL6_X_w_101396149.24-all	366
TCEAL7_X_c_102586359.27-all	369
TCEAL7_X_c_102586388.26-all	451
TCEAL7_X_w_102586379.23-all	457
TCEAL8_X_c_102508840.26-all	457
TCEAL8_X_c_102508841.27-all	927
TCEAL8_X_c_102508861.22-all	430
TCEAL8_X_w_102508834.23-all	709
TCEANC2_1_c_54520156.27-all	368
TCEANC2_1_c_54520159.25-all	314
TCEANC2_1_c_54520176.28-all	183
TCEANC2_1_w_54520127.27-all	388
TCEANC_X_c_13680706.27-all	568
TCEANC_X_w_13680641.23-all	459
TCEANC_X_w_13680652.24-all	302
TCEANC_X_w_13680682.26-all	945
TCEB1_8_c_74858940.27.pass1-all	280
TCEB1_8_c_74858943.28.pass1-all	579
TCEB1_8_w_74858887.25.pass11-all	803
TCEB1_8_w_74858962.25.pass20-all	547
TCEB2_16_c_2822061.28.pass30-all	39
TCEB2_16_w_2827020.26.pass30-all	64
TCEB2_16_w_2827033.27-all	224
TCEB2_16_w_2827034.26.pass30-all	128
TCEB3B_18_c_44561320.24-all	222
TCEB3B_18_c_44561382.27-all	239
TCEB3B_18_w_44561370.28-all	245
TCEB3B_18_w_44561378.27-all	324
TCEB3CL2_18_c_44543295.24.pass20-all	193
TCEB3CL2_18_c_44543296.25.pass11-all	567
TCEB3CL2_18_c_44543297.26.pass11-all	938
TCEB3CL2_18_c_44543616.22.pass20-all	769
TCEB3CL_18_c_44550284.27.fail-all	147
TCEB3CL_18_w_44550262.26.fail-all	1147
TCEB3CL_18_w_44550263.26.fail-all	645
TCEB3CL_18_w_44550264.24.fail-all	245
TCEB3C_18_c_44555306.27.pass20-all	482
TCEB3C_18_c_44555311.28.pass20-all	386
TCEB3C_18_w_44555291.28.pass11-all	492
TCEB3C_18_w_44555294.28.pass20-all	343
TCEB3_1_c_24069944.28-all	227
TCEB3_1_w_24069938.27-all	575
TCEB3_1_w_24069939.26-all	314
TCEB3_1_w_24069957.25-all	447
TCERG1L_10_w_133109862.28-all	599
TCERG1L_10_w_133109865.28-all	714
TCERG1L_10_w_133109868.25-all	365
TCERG1L_10_w_133109871.25-all	235
TCERG1_5_c_145826960.25-all	216
TCERG1_5_c_145826961.27-all	600
TCERG1_5_c_145826962.28-all	1018
TCERG1_5_c_145826963.25-all	222
TCF12_15_w_57523358.27-all	686
TCF12_15_w_57523384.26-all	812
TCF12_15_w_57523394.26-all	76
TCF12_15_w_57523409.26-all	653
TCF15_20_c_590836.28-all	350
TCF15_20_c_590858.23-all	397
TCF15_20_c_590859.26-all	408
TCF15_20_w_590852.26-all	416
TCF19_6_c_31127277.27-all	376
TCF19_6_c_31127278.28-all	731
TCF19_6_c_31127279.24-all	204
TCF19_6_w_31127260.25-all	362
TCF20_22_c_42611260.26-all	585
TCF20_22_c_42611272.26-all	617
TCF20_22_c_42611281.26-all	766
TCF20_22_c_42611303.26-all	661
TCF21_6_c_134210562.26-all	655
TCF21_6_c_134210577.24-all	230
TCF21_6_w_134210542.26-all	884
TCF21_6_w_134210548.24-all	254
TCF23_2_c_27372041.27-all	539
TCF23_2_w_27372028.28-all	435
TCF23_2_w_27372032.28-all	609
TCF23_2_w_27372037.25-all	311
TCF24_8_c_67873973.27-all	290
TCF24_8_c_67873984.27-all	266
TCF24_8_c_67873985.28-all	852
TCF24_8_c_67873994.28-all	229
TCF25_16_c_89940104.28-all	260
TCF25_16_w_89940088.27-all	256
TCF25_16_w_89940089.26-all	55
TCF25_16_w_89940092.28-all	197
TCF3_19_c_1650237.24-all	251
TCF3_19_c_1650241.28-all	548
TCF3_19_w_1650204.26-all	497
TCF3_19_w_1650215.24-all	184
TCF4_18_c_52946841.26-all	700
TCF4_18_c_52946861.26-all	648
TCF4_18_c_52946877.24-all	724
TCF4_18_w_52946847.25-all	631
TCF7L1_2_c_85360835.27-all	246
TCF7L1_2_c_85360877.26-all	195
TCF7L1_2_w_85360810.27-all	76
TCF7L1_2_w_85360874.27-all	260
TCF7L2_10_c_114710541.25-all	578
TCF7L2_10_c_114710542.26-all	1005
TCF7L2_10_c_114710552.27-all	411
TCF7L2_10_w_114710547.28-all	603
TCF7_5_w_133451641.24-all	299
TCF7_5_w_133451650.28-all	1199
TCF7_5_w_133451653.27-all	695
TCF7_5_w_133451675.28-all	558
TCFL5_20_c_61492997.27-all	284
TCFL5_20_c_61493006.27-all	136
TCFL5_20_c_61493011.28-all	126
TCFL5_20_c_61493013.23-all	194
TCHHL1_1_c_152060563.25-all	510
TCHHL1_1_c_152060595.25-all	930
TCHHL1_1_w_152060530.26-all	686
TCHHL1_1_w_152060555.28-all	404
TCHH_1_c_152086448.26-all	468
TCHH_1_c_152086451.24-all	242
TCHH_1_w_152086431.27-all	878
TCHH_1_w_152086439.24-all	435
TCHP_12_c_110340860.27-all	355
TCHP_12_w_110340839.25-all	881
TCHP_12_w_110340840.24-all	379
TCHP_12_w_110340849.28-all	326
TCIRG1_11_c_67811078.25-all	426
TCIRG1_11_w_67811059.27-all	177
TCIRG1_11_w_67811063.28-all	13
TCIRG1_11_w_67811071.24-all	218
TCL1A_14_c_96180390.28-all	485
TCL1A_14_c_96180391.25-all	519
TCL1A_14_c_96180398.25-all	576
TCL1A_14_w_96180375.25-all	343
TCL1B_14_c_96152832.26-all	382
TCL1B_14_c_96152833.27-all	758
TCL1B_14_c_96152834.28-all	1113
TCL1B_14_w_96152811.27-all	546
TCN1_11_c_59633919.24-all	257
TCN1_11_c_59633920.25-all	349
TCN1_11_c_59633921.26-all	486
TCN1_11_c_59633928.26-all	343
TCN2_22_c_31003360.28-all	436
TCN2_22_c_31006895.26-all	493
TCN2_22_w_31003344.27-all	218
TCN2_22_w_31006876.26-all	327
TCOF1_5_w_149737313.27-all	272
TCOF1_5_w_149737319.24-all	33
TCOF1_5_w_149737342.25-all	70
TCOF1_5_w_149737343.28-all	97
TCP10L2_6_c_167585672.23.pass20-all	134
TCP10L2_6_w_167585654.27-all	351
TCP10L2_6_w_167592514.26.pass20-all	1153
TCP10L2_6_w_167592515.25.pass20-all	680
TCP10L_21_c_33956510.26-all	482
TCP10L_21_c_33956584.28-all	594
TCP10L_21_c_33956591.27-all	570
TCP10L_21_w_33956514.26-all	594
TCP10_6_c_167789547.25.pass20-all	354
TCP10_6_c_167789548.26.pass20-all	912
TCP10_6_w_167789458.27.pass30-all	410
TCP10_6_w_167790052.28-all	447
TCP11L1_11_c_33065359.26-all	595
TCP11L1_11_c_33065385.28-all	476
TCP11L1_11_w_33065330.27-all	741
TCP11L1_11_w_33065341.25-all	895
TCP11L2_12_c_106704889.25-all	624
TCP11L2_12_w_106704891.24-all	459
TCP11L2_12_w_106704914.27-all	843
TCP11L2_12_w_106704915.28-all	321
TCP11X2_X_c_101720413.28.fail-all	396
TCP11X2_X_c_101720416.28.fail-all	1094
TCP11X2_X_c_101720444.27.fail-all	706
TCP11X2_X_w_101720371.22.fail-all	326
TCP11_6_c_35096913.27-all	556
TCP11_6_c_35096923.24-all	365
TCP11_6_w_35096915.25-all	2183
TCP11_6_w_35096916.25-all	1318
TCP1_6_c_160200987.26-all	180
TCP1_6_w_160200980.28-all	851
TCP1_6_w_160200981.26-all	36
TCP1_6_w_160205748.26-all	130
TCTA_3_c_49449892.28-all	712
TCTA_3_w_49449869.27-all	612
TCTA_3_w_49449884.27-all	454
TCTA_3_w_49449902.26-all	398
TCTE1_6_c_44255503.27-all	547
TCTE1_6_c_44255515.28-all	775
TCTE1_6_c_44255551.28-all	492
TCTE1_6_w_44255528.28-all	700
TCTE3_6_c_170151519.24-all	235
TCTE3_6_c_170151520.28-all	452
TCTE3_6_c_170151521.27-all	647
TCTE3_6_c_170151539.26-all	498
TCTEX1D1_1_c_67220366.24-all	606
TCTEX1D1_1_c_67220385.27-all	669
TCTEX1D1_1_c_67220396.26-all	482
TCTEX1D1_1_c_67220397.27-all	728
TCTEX1D2_3_c_196045012.26-all	423
TCTEX1D2_3_w_196044988.27-all	1585
TCTEX1D2_3_w_196044989.26-all	1347
TCTEX1D2_3_w_196044992.23-all	929
TCTEX1D4_1_c_45272310.27-all	211
TCTEX1D4_1_c_45272320.28-all	62
TCTEX1D4_1_c_45272335.26-all	250
TCTEX1D4_1_w_45272306.27-all	316
TCTN1_12_c_111052017.26-all	300
TCTN1_12_w_111052004.28-all	621
TCTN1_12_w_111052005.27-all	414
TCTN1_12_w_111052013.27-all	522
TCTN2_12_c_124155822.25-all	193
TCTN2_12_w_124155799.25-all	156
TCTN2_12_w_124155802.27-all	173
TCTN2_12_w_124155806.24-all	348
TCTN3_10_c_97453632.27-all	485
TCTN3_10_c_97453646.27-all	561
TCTN3_10_c_97453647.28-all	734
TCTN3_10_w_97453613.25-all	520
TDGF1_3_c_46620765.25.pass20-all	482
TDGF1_3_c_46620843.26.pass20-all	554
TDGF1_3_c_46620844.27.pass20-all	1209
TDGF1_3_c_46622708.25.pass20-all	581
TDG_12_c_104378635.27.pass30-all	474
TDG_12_c_104379433.28-all	326
TDG_12_c_104380776.23-all	408
TDG_12_w_104379463.27-all	348
TDO2_4_c_156824944.25-all	599
TDO2_4_c_156825225.28-all	361
TDO2_4_w_156825187.25-all	363
TDO2_4_w_156825189.28-all	555
TDP1_14_c_90429484.25-all	388
TDP1_14_c_90429487.28-all	927
TDP1_14_w_90429524.26-all	577
TDP1_14_w_90429530.25-all	412
TDP2_6_w_24667053.27-all	464
TDP2_6_w_24667057.28-all	606
TDP2_6_w_24667060.25-all	313
TDP2_6_w_24667061.27-all	292
TDRD10_1_c_154479780.26-all	709
TDRD10_1_c_154480931.27-all	600
TDRD10_1_c_154480945.25-all	419
TDRD10_1_w_154479718.26-all	501
TDRD12_19_c_33222667.26-all	211
TDRD12_19_c_33222668.27-all	438
TDRD12_19_w_33222675.28-all	985
TDRD12_19_w_33222676.27-all	599
TDRD1_10_c_115947882.27-all	940
TDRD1_10_w_115947695.26-all	568
TDRD1_10_w_115947736.25-all	546
TDRD1_10_w_115947885.25-all	710
TDRD3_13_c_61034625.24-all	706
TDRD3_13_w_61041381.26-all	640
TDRD3_13_w_61041384.27-all	376
TDRD3_13_w_61041434.27-all	434
TDRD5_1_c_179561774.23-all	483
TDRD5_1_c_179561785.24-all	381
TDRD5_1_c_179561789.24-all	330
TDRD5_1_c_179561797.25-all	358
TDRD6_6_c_46655889.23-all	351
TDRD6_6_w_46655877.28-all	173
TDRD6_6_w_46655878.27-all	38
TDRD6_6_w_46655886.25-all	222
TDRD7_9_c_100190808.23-all	343
TDRD7_9_w_100190819.27-all	1422
TDRD7_9_w_100190820.26-all	978
TDRD7_9_w_100190821.25-all	668
TDRD9_14_c_104394884.28-all	366
TDRD9_14_c_104394895.27-all	623
TDRD9_14_c_104394903.25-all	676
TDRD9_14_w_104394907.27-all	224
TDRKH_1_c_151755444.27-all	338
TDRKH_1_c_151755445.28-all	617
TDRKH_1_c_151755463.27-all	406
TDRKH_1_c_151755468.24-all	373
TDRP_8_c_494716.24-all	321
TDRP_8_c_494717.25-all	851
TDRP_8_c_494736.23-all	426
TDRP_8_c_494742.27-all	642
TEAD1_11_c_12785827.28-all	599
TEAD1_11_w_12785785.27-all	976
TEAD1_11_w_12785786.27-all	570
TEAD1_11_w_12785816.28-all	673
TEAD2_19_c_49858611.24-all	404
TEAD2_19_c_49858622.26-all	129
TEAD2_19_c_49858623.27-all	637
TEAD2_19_c_49858629.28-all	667
TEAD3_6_c_35454404.25-all	183
TEAD3_6_c_35454405.25-all	372
TEAD3_6_c_35454406.26-all	544
TEAD3_6_c_35454431.28-all	339
TEAD4_12_c_3127741.28-all	476
TEAD4_12_w_3127728.22-all	988
TEAD4_12_w_3128287.27-all	907
TEAD4_12_w_3128303.25-all	1164
TECPR1_7_c_97875428.23-all	604
TECPR1_7_c_97875453.27-all	583
TECPR1_7_c_97875454.27-all	1146
TECPR1_7_w_97875430.26-all	526
TECPR2_14_w_102843076.24-all	471
TECPR2_14_w_102843099.25-all	452
TECPR2_14_w_102843100.28-all	463
TECPR2_14_w_102843114.25-all	369
TECRL_4_c_65275015.23-all	707
TECRL_4_c_65275016.24-all	1121
TECRL_4_c_65275048.24-all	63
TECRL_4_c_65275049.25-all	96
TECR_19_w_14674023.24-all	554
TECR_19_w_14674024.23-all	257
TECR_19_w_14674025.28-all	581
TECR_19_w_14674030.26-all	307
TECTA_11_c_120973403.28-all	629
TECTA_11_w_120973391.28-all	471
TECTA_11_w_120976544.28-all	980
TECTA_11_w_120976545.27-all	528
TECTB_10_c_114043519.26-all	577
TECTB_10_w_114043505.25-all	320
TECTB_10_w_114043520.28-all	166
TECTB_10_w_114044315.26-all	574
TEC_4_c_48178124.25-all	1009
TEC_4_w_48173402.24-all	558
TEC_4_w_48178132.28-all	564
TEC_4_w_48178154.25-all	577
TEDDM1_1_c_182369579.27-all	791
TEDDM1_1_c_182369580.28-all	1032
TEDDM1_1_c_182369592.25-all	71
TEDDM1_1_w_182369575.22-all	485
TEFM_17_c_29231524.27-all	676
TEFM_17_c_29231525.23-all	178
TEFM_17_w_29231515.23-all	133
TEFM_17_w_29233187.25-all	158
TEF_22_c_41783386.28-all	309
TEF_22_c_41783413.25-all	272
TEF_22_w_41783402.27-all	708
TEF_22_w_41783408.28-all	454
TEKT1_17_c_6733662.28-all	582
TEKT1_17_c_6733669.26-all	290
TEKT1_17_c_6733670.27-all	847
TEKT1_17_c_6733673.28-all	1048
TEKT2_1_c_36550551.28-all	1025
TEKT2_1_w_36550526.24-all	369
TEKT2_1_w_36550543.24-all	285
TEKT2_1_w_36550557.25-all	535
TEKT3_17_c_15234859.28-all	385
TEKT3_17_c_15234860.26-all	812
